JetPt1, JetEta1, JetPhi1, JetMass1, JetBTagger1, JetPt2, JetEta2, JetPhi2, JetMass2, JetBTagger2, JetPt3, JetEta3, JetPhi3, JetMass3, JetBTagger3, JetPt4, JetEta4, JetPhi4, JetMass4, JetBTagger4, JetPt5, JetEta5, JetPhi5, JetMass5, JetBTagger5, JetPt6, JetEta6, JetPhi6, JetMass6, JetBTagger6, ZZPt, ZZPhi, ZZEta, ZZMass, weight
107.045 ,2.0871 ,-1.25786 ,15.5196 ,0.264517 ,96.0628 ,0.706728 ,-0.797911 ,9.83148 ,0.780388 ,93.7617 ,1.36703 ,-2.19495 ,11.5821 ,0.0690439 ,85.3815 ,0.119043 ,0.563183 ,13.3988 ,0.010955 ,64.8717 ,3.36592 ,2.0529 ,10.4597 ,-2 ,57.243 ,-3.09538 ,1.30332 ,6.40314 ,-2 ,133.987 ,2.43202 ,0.515543 ,120.693 ,6.27682e-05
270.336 ,1.10829 ,-0.184741 ,21.8335 ,0.202553 ,153.065 ,0.283815 ,2.02472 ,13.3389 ,0.215429 ,97.9167 ,-0.389839 ,2.07247 ,8.40436 ,0.163122 ,65.1103 ,0.0843813 ,0.708405 ,7.78409 ,0.997932 ,51.4298 ,1.87574 ,-1.33778 ,6.29546 ,0.0160972 ,47.3142 ,-1.88699 ,-2.83532 ,6.75952 ,0.0138795 ,279.362 ,-2.79005 ,-0.184993 ,137.781 ,7.64663e-05
220.666 ,-0.90179 ,-0.825261 ,45.5298 ,0.456601 ,106.789 ,-1.705 ,-1.12153 ,13.9245 ,0.550791 ,68.6561 ,-1.73701 ,0.0209666 ,9.76085 ,0.350275 ,67.7129 ,0.508822 ,-0.348026 ,9.78306 ,0.0295372 ,60.3871 ,-0.422371 ,1.32919 ,11.7568 ,0.0190753 ,50.1598 ,-1.63502 ,1.59974 ,10.86 ,0.0211621 ,320.383 ,2.81287 ,-1.42659 ,124.901 ,5.00499e-05
179.257 ,0.111671 ,-0.0556822 ,18.943 ,0.0167705 ,124.171 ,-0.392339 ,0.14198 ,12.5905 ,0.00999 ,107.503 ,-0.0518095 ,-2.86881 ,18.1714 ,0.936607 ,55.0593 ,-1.39856 ,2.52319 ,11.5461 ,0.138551 ,33.8611 ,-0.323565 ,2.13862 ,5.53793 ,0.0951784 ,31.8758 ,-0.936555 ,1.097 ,6.08708 ,0.728863 ,138.257 ,-2.66221 ,0.0443071 ,124.809 ,9.40676e-06
95.1361 ,-1.99046 ,-0.728635 ,16.5035 ,0.0260726 ,84.0161 ,-1.92409 ,-2.18555 ,11.4243 ,0.999612 ,70.3813 ,-2.53692 ,1.12009 ,10.1025 ,0.105774 ,67.879 ,-2.16342 ,1.63405 ,8.98486 ,0.0224581 ,52.0167 ,-0.706482 ,2.86262 ,5.42181 ,0.0119567 ,40.203 ,1.43817 ,-2.09657 ,6.1388 ,0.295348 ,23.7053 ,0.777416 ,2.65167 ,124.397 ,6.98798e-05
119.082 ,-0.324183 ,-2.95989 ,19.0615 ,0.00958923 ,58.9666 ,-0.479565 ,2.25969 ,9.14668 ,0.0876965 ,45.1585 ,0.431753 ,1.33655 ,7.2526 ,0.0126667 ,40.7907 ,0.252551 ,-2.43229 ,7.41967 ,0.927916 ,36.1392 ,1.51765 ,1.96722 ,5.54328 ,-2 ,35.3885 ,-0.873812 ,1.02785 ,6.478 ,0.0149747 ,247.026 ,-0.678784 ,0.304908 ,123.928 ,6.62617e-05
60.7187 ,2.48488 ,-1.24833 ,11.0637 ,0.0203578 ,51.7912 ,1.77197 ,2.30114 ,9.80815 ,0.895317 ,47.2172 ,3.04305 ,0.452667 ,9.45131 ,-2 ,36.4963 ,1.25515 ,0.044006 ,5.81374 ,0.0588027 ,34.774 ,3.90599 ,-2.55324 ,7.14862 ,-2 ,-999 ,-999 ,-999 ,-999 ,-999 ,128.503 ,-2.37804 ,1.22694 ,126.087 ,4.96996e-05
206.379 ,0.389228 ,-1.1869 ,25.4858 ,0.0186111 ,192.466 ,-2.17758 ,2.9679 ,27.4262 ,0.0351195 ,61.1367 ,0.732759 ,-0.18381 ,8.13955 ,0.465543 ,52.9039 ,0.180663 ,-0.0710008 ,9.26199 ,0.0909818 ,43.6931 ,-0.959224 ,-1.69356 ,8.00902 ,0.604721 ,38.5698 ,-1.32024 ,-0.909073 ,6.39467 ,0.0528938 ,273.43 ,1.47081 ,-0.323155 ,127.234 ,1.53953e-05
138.21 ,0.933546 ,-0.76069 ,10.6404 ,0.195086 ,81.0855 ,-0.301242 ,-0.939513 ,14.098 ,0.941839 ,59.6929 ,1.54951 ,2.86995 ,10.2784 ,0.0186101 ,59.2809 ,-1.5509 ,1.26622 ,10.8421 ,0.0529651 ,56.3277 ,0.707308 ,-2.05729 ,11.5048 ,0.0227825 ,44.1385 ,1.20979 ,-1.86683 ,8.62024 ,0.0128414 ,157.295 ,0.997909 ,0.19778 ,122.694 ,6.48274e-05
245.659 ,-0.173001 ,1.23247 ,39.8014 ,0.0219079 ,104.415 ,1.48316 ,-1.04568 ,14.6882 ,0.0831988 ,85.7429 ,0.14017 ,0.708433 ,7.6628 ,0.034684 ,73.1766 ,0.522105 ,-0.225747 ,9.32801 ,0.93421 ,59.1056 ,-0.302329 ,-1.9263 ,11.1576 ,0.018452 ,50.4686 ,-2.43765 ,-2.2252 ,10.4253 ,0.0600878 ,314.279 ,-3.07431 ,-0.299738 ,125.449 ,6.30597e-05
734.422 ,-0.192429 ,1.63868 ,104.296 ,0.312278 ,509.905 ,-0.81345 ,-1.04008 ,80.0446 ,0.129062 ,162.173 ,0.245648 ,1.6119 ,16.3991 ,0.0418343 ,68.7541 ,-0.957352 ,-1.64704 ,10.2359 ,0.994082 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,377.047 ,-2.12797 ,0.176679 ,126.653 ,6.35018e-05
136.95 ,-0.367853 ,1.63095 ,17.5658 ,0.0380406 ,74.6137 ,-1.84581 ,-2.19369 ,7.25929 ,0.0473436 ,71.1479 ,0.275395 ,1.99502 ,9.92465 ,0.158177 ,70.7144 ,-1.08032 ,-2.47682 ,12.6587 ,0.463806 ,67.8494 ,-1.37169 ,1.64071 ,13.669 ,0.998184 ,-999 ,-999 ,-999 ,-999 ,-999 ,214.439 ,-0.3892 ,-0.984256 ,124.246 ,6.06687e-05
124.259 ,-0.07309 ,2.31919 ,15.0657 ,0.0878712 ,88.9545 ,0.607023 ,-2.08287 ,9.87787 ,0.0381474 ,84.3836 ,1.43701 ,-1.93315 ,9.35873 ,0.0106732 ,68.1929 ,0.194546 ,-0.850353 ,11.1284 ,0.84319 ,50.4471 ,0.658177 ,2.82516 ,7.25267 ,0.0447349 ,33.8266 ,1.67292 ,-1.25683 ,6.06906 ,0.0230953 ,219.761 ,0.70855 ,0.443906 ,123.765 ,6.35035e-05
93.2972 ,-0.577434 ,2.13974 ,9.40731 ,0.838978 ,62.2346 ,0.92362 ,1.32545 ,11.1104 ,0.0171647 ,45.2314 ,-0.625207 ,-0.824331 ,6.76469 ,0.048807 ,35.5054 ,-1.67968 ,1.64833 ,6.7991 ,0.0179057 ,31.159 ,-1.46067 ,0.0607377 ,6.28769 ,0.0142944 ,-999 ,-999 ,-999 ,-999 ,-999 ,122.552 ,-1.48747 ,0.201299 ,123.999 ,5.93255e-05
171.258 ,1.34385 ,-1.57509 ,15.692 ,0.0570212 ,128.179 ,2.58878 ,0.406164 ,14.337 ,0.194758 ,72.5033 ,0.26503 ,-2.73486 ,15.619 ,0.08908 ,72.2415 ,2.79097 ,-0.722392 ,8.12877 ,0.115804 ,40.8735 ,1.82329 ,-0.183739 ,6.15916 ,0.989573 ,-999 ,-999 ,-999 ,-999 ,-999 ,227.254 ,2.25432 ,0.747095 ,122.946 ,6.4482e-05
144.412 ,2.08854 ,-3.08763 ,19.696 ,0.964514 ,96.9977 ,-0.590999 ,-0.164473 ,9.88072 ,0.0211882 ,72.4876 ,-2.44054 ,-0.223931 ,10.699 ,0.0403992 ,67.0238 ,1.15151 ,-1.77115 ,9.43514 ,0.0343 ,56.598 ,-2.24509 ,1.07005 ,9.48212 ,0.0296489 ,41.1897 ,0.168544 ,-1.16226 ,6.28323 ,0.0365752 ,85.9818 ,1.57676 ,-1.11256 ,123.742 ,4.97562e-05
199.553 ,-0.927694 ,-2.70394 ,32.7326 ,0.932928 ,112.486 ,-0.45475 ,-0.222167 ,9.50924 ,0.0139061 ,71.1944 ,0.0810506 ,2.38712 ,12.6522 ,0.0871518 ,61.1892 ,0.3687 ,-0.226441 ,9.41088 ,0.0200035 ,38.9822 ,1.74922 ,-0.157814 ,7.09058 ,0.0180197 ,36.4094 ,-0.75104 ,0.393872 ,6.11783 ,0.0550425 ,35.9364 ,-2.03879 ,-0.318474 ,126.405 ,5.87083e-05
495.235 ,-2.17402 ,2.90574 ,79.5252 ,0.547984 ,191.857 ,-1.43805 ,0.464024 ,40.6934 ,0.0652323 ,113.453 ,-1.80663 ,1.60973 ,13.9531 ,0.195351 ,87.8071 ,-1.71765 ,-2.8011 ,10.3679 ,0.0304736 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,515.273 ,-0.668032 ,-0.382414 ,125.467 ,7.01048e-05
220.844 ,-0.754288 ,2.28553 ,36.0458 ,0.163834 ,153.582 ,-1.11925 ,2.67143 ,11.8542 ,0.725298 ,126.956 ,-0.00176894 ,-0.524115 ,16.4298 ,0.894625 ,117.593 ,-0.328474 ,-1.23544 ,10.2681 ,0.00762219 ,83.2682 ,0.376435 ,-1.06331 ,9.12417 ,0.181499 ,56.8222 ,0.0312522 ,2.5311 ,8.99224 ,0.0373518 ,70.5573 ,1.09142 ,1.28034 ,122.564 ,6.30958e-05
721.768 ,-1.41429 ,0.0209118 ,94.8962 ,0.515124 ,296.451 ,-0.0978717 ,2.60766 ,22.4885 ,0.9383 ,85.2266 ,-0.862563 ,2.72896 ,7.43995 ,0.0235976 ,79.0349 ,0.0464443 ,3.06458 ,10.2278 ,0.0201985 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,340.859 ,-2.31843 ,-1.73659 ,126.504 ,5.92441e-05
287.462 ,-0.335709 ,2.56573 ,32.5488 ,0.366291 ,206.52 ,-0.0667524 ,2.94523 ,21.2738 ,0.0248327 ,59.092 ,-0.175166 ,-0.210653 ,10.3446 ,0.0130605 ,40.5414 ,1.26227 ,-0.278191 ,5.85653 ,0.528157 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,381.512 ,-0.555613 ,0.540217 ,125.169 ,6.08925e-05
143.053 ,-0.543634 ,1.11945 ,16.5836 ,0.252762 ,102.215 ,0.384317 ,-1.85805 ,14.1919 ,0.0118413 ,66.2332 ,0.827173 ,-2.75239 ,10.6238 ,0.0508324 ,51.3268 ,0.504305 ,2.61385 ,6.69825 ,0.870408 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,104.54 ,-1.82623 ,1.25364 ,123.177 ,9.45604e-05
311.934 ,-1.22336 ,1.96707 ,46.5027 ,0.85947 ,266.533 ,-1.93616 ,-1.75774 ,27.4531 ,0.980736 ,60.3081 ,-1.84436 ,-0.499699 ,13.2313 ,0.0689883 ,58.4565 ,-1.67386 ,1.43324 ,11.3961 ,0.0271656 ,45.1314 ,-1.47578 ,0.314869 ,9.24166 ,0.116134 ,-999 ,-999 ,-999 ,-999 ,-999 ,135.072 ,-0.474864 ,-0.946159 ,124.957 ,1.41714e-05
121.023 ,-0.194856 ,2.11213 ,19.4172 ,0.953267 ,71.9613 ,-2.42524 ,-1.14664 ,14.9239 ,-2 ,69.2795 ,-1.81848 ,2.8711 ,12.1744 ,0.02088 ,68.0695 ,-0.65268 ,2.56725 ,12.646 ,0.04285 ,44.6002 ,-0.819948 ,-2.46714 ,8.37752 ,0.0904516 ,-999 ,-999 ,-999 ,-999 ,-999 ,188.923 ,-0.399453 ,-1.49844 ,126.398 ,5.91187e-06
159.498 ,-0.0491074 ,2.24839 ,10.2259 ,0.176572 ,119.268 ,2.14708 ,0.732791 ,18.7819 ,0.505845 ,107.221 ,-0.33981 ,2.76219 ,10.0881 ,0.0106562 ,93.5603 ,0.227757 ,-1.32894 ,14.3781 ,0.287794 ,43.7728 ,-0.156289 ,-2.51325 ,6.0822 ,0.985244 ,-999 ,-999 ,-999 ,-999 ,-999 ,126.028 ,-0.843995 ,-0.886467 ,121.538 ,4.91191e-05
130.983 ,-0.128439 ,1.89362 ,13.4977 ,0.0174915 ,122.341 ,-0.00376303 ,-1.72727 ,14.8104 ,0.984452 ,122.094 ,0.761029 ,-1.24226 ,15.9906 ,0.029546 ,60.5584 ,-1.17294 ,1.71176 ,10.3603 ,0.362907 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,61.2918 ,-0.265487 ,0.538258 ,109.222 ,5.66188e-05
148.091 ,-0.147142 ,-0.656133 ,16.0405 ,0.983158 ,54.7399 ,-0.703398 ,3.02741 ,9.03844 ,0.0135306 ,37.773 ,1.28394 ,-0.36479 ,5.7456 ,0.0906785 ,31.0187 ,1.64755 ,-1.7905 ,6.15299 ,0.0335224 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,169.011 ,2.07611 ,0.15639 ,125.727 ,6.17155e-05
76.9282 ,0.327831 ,-0.83828 ,9.52866 ,0.9847 ,51.8743 ,-1.11285 ,-1.97414 ,8.24868 ,0.011466 ,50.2419 ,-2.45181 ,-2.28618 ,7.0695 ,0.20031 ,46.2518 ,-2.6296 ,-1.57897 ,4.97083 ,0.120599 ,41.5939 ,-1.16223 ,-2.97752 ,8.47857 ,0.0167399 ,39.3751 ,-0.839912 ,2.71603 ,6.9791 ,0.0433669 ,320.948 ,1.23405 ,-0.207729 ,127.337 ,6.04584e-05
63.3295 ,-0.469495 ,-0.0722551 ,7.04048 ,0.0125219 ,60.9687 ,-1.75341 ,0.185952 ,10.3474 ,0.0561079 ,50.9924 ,0.327285 ,-2.50389 ,9.78715 ,0.708843 ,37.5991 ,-1.95666 ,-2.55096 ,7.38234 ,0.162512 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,73.368 ,2.54437 ,-0.902088 ,124.692 ,4.94477e-05
103.293 ,-1.09597 ,0.0338825 ,10.7478 ,0.066178 ,90.9371 ,1.17801 ,1.4834 ,9.50398 ,0.572622 ,44.3729 ,0.51628 ,0.44442 ,8.08191 ,0.0167506 ,40.4646 ,-0.692682 ,3.10767 ,7.93578 ,0.983135 ,36.2326 ,2.77325 ,-1.37046 ,4.95519 ,-2 ,33.1917 ,0.694687 ,2.14957 ,5.1745 ,0.0297734 ,220.649 ,-1.96351 ,0.0867457 ,124.551 ,6.07651e-05
173.2 ,1.99791 ,0.066501 ,28.0328 ,0.896516 ,104.729 ,-0.239854 ,2.96086 ,14.1947 ,0.0324068 ,89.1993 ,2.76718 ,0.327597 ,13.434 ,0.256652 ,75.4069 ,1.11099 ,1.43252 ,14.0082 ,0.050102 ,46.9176 ,2.08076 ,-0.47837 ,9.26519 ,0.109326 ,-999 ,-999 ,-999 ,-999 ,-999 ,239.198 ,-2.29032 ,0.136237 ,125.593 ,5.11509e-05
157.549 ,-1.13583 ,1.46416 ,16.1916 ,0.06436 ,140.18 ,0.064243 ,-0.996132 ,18.8683 ,0.0800119 ,82.7531 ,-1.69767 ,2.85763 ,10.169 ,0.995814 ,69.9638 ,-0.340405 ,2.2017 ,13.8269 ,0.099841 ,30.8212 ,-1.10307 ,2.71744 ,4.46362 ,0.0694252 ,-999 ,-999 ,-999 ,-999 ,-999 ,188.769 ,-1.50222 ,0.526684 ,124.145 ,6.18074e-05
137.315 ,-0.826949 ,0.360283 ,18.7986 ,0.463895 ,91.8937 ,0.629918 ,3.10799 ,12.1299 ,0.515032 ,77.0585 ,1.30863 ,2.36343 ,13.3702 ,0.0123961 ,52.2651 ,-0.152544 ,-0.649156 ,7.96071 ,0.0236479 ,35.0066 ,2.84609 ,-2.64394 ,9.33329 ,0.114032 ,33.3318 ,1.83895 ,-1.66573 ,7.60723 ,0.992539 ,14.485 ,-0.820593 ,2.15695 ,124.905 ,6.75388e-05
189.411 ,0.24656 ,0.992597 ,40.0516 ,0.817444 ,148.217 ,1.05877 ,0.39362 ,18.223 ,0.0177007 ,88.0384 ,1.6481 ,1.22833 ,10.4476 ,-2 ,69.6086 ,-0.727178 ,-1.74278 ,13.6226 ,0.0141462 ,52.6956 ,-2.08669 ,-0.562144 ,7.02638 ,0.0394284 ,37.3761 ,0.289223 ,-0.493996 ,5.29179 ,0.0109437 ,402.063 ,-2.73663 ,1.37955 ,124.917 ,6.15148e-05
129.769 ,0.202681 ,-0.205264 ,25.548 ,0.0299275 ,109.405 ,1.72279 ,-1.57944 ,13.8091 ,0.585776 ,69.3651 ,1.65311 ,-0.457578 ,13.2088 ,0.0187639 ,55.1594 ,0.497313 ,-0.85515 ,9.22211 ,0.0270838 ,43.751 ,-1.45691 ,0.30569 ,8.99371 ,0.191466 ,42.1765 ,0.333945 ,-1.47984 ,7.09388 ,0.0662926 ,403.699 ,2.50963 ,-0.0988323 ,123.054 ,6.2236e-05
93.3605 ,-0.7471 ,3.0027 ,12.5378 ,0.939473 ,93.3488 ,0.463982 ,0.683948 ,17.4517 ,0.0395879 ,50.3573 ,0.953509 ,-1.00226 ,7.36786 ,0.141609 ,30.6391 ,-3.72899 ,1.79408 ,4.83493 ,-2 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,91.7552 ,-1.01042 ,-1.05186 ,124.169 ,7.64647e-05
155.192 ,0.997397 ,-1.22178 ,18.1048 ,0.108365 ,80.3852 ,0.148454 ,-0.767384 ,9.27308 ,0.998742 ,54.6811 ,-0.376311 ,-0.160267 ,7.46227 ,0.0669043 ,46.8646 ,1.00979 ,-1.97138 ,10.6134 ,0.0224981 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,260.548 ,2.25311 ,-0.181622 ,121.255 ,6.28579e-05
180.621 ,-0.234812 ,0.741911 ,19.9735 ,0.9936 ,64.9329 ,1.67014 ,2.21458 ,13.4631 ,0.0187357 ,44.2272 ,1.95184 ,-1.32569 ,7.8565 ,0.0374122 ,38.3254 ,0.882937 ,1.79427 ,7.97247 ,0.0148857 ,36.795 ,2.77979 ,1.8608 ,8.33677 ,0.125974 ,-999 ,-999 ,-999 ,-999 ,-999 ,383.796 ,-2.81272 ,-0.580289 ,124.572 ,6.16695e-05
270.842 ,1.68096 ,0.433721 ,29.1669 ,0.11196 ,84.8147 ,0.262706 ,0.691162 ,11.0121 ,0.0757801 ,80.2313 ,0.948324 ,-2.74924 ,14.2066 ,0.632536 ,63.1904 ,1.28205 ,-0.630576 ,9.5834 ,0.258317 ,38.9681 ,-0.598833 ,-1.98476 ,8.12423 ,0.0180101 ,-999 ,-999 ,-999 ,-999 ,-999 ,218.937 ,-2.8979 ,1.54489 ,119.578 ,1.2693e-05
285.549 ,0.310524 ,0.977634 ,39.0004 ,0.748391 ,240.066 ,0.0361746 ,1.42798 ,18.1995 ,0.182993 ,236.375 ,2.45829 ,-0.900375 ,22.9935 ,0.061061 ,182.59 ,-0.0661573 ,2.29483 ,33.9688 ,0.0445374 ,92.542 ,-0.178787 ,-1.13107 ,11.6004 ,0.690504 ,77.4002 ,0.527397 ,1.48071 ,7.93254 ,0.0390022 ,663.239 ,-2.78453 ,-0.841998 ,127.53 ,8.7521e-05
69.5583 ,-1.514 ,-1.86479 ,10.5621 ,0.0982264 ,58.2766 ,-0.713193 ,0.229619 ,9.92317 ,0.998422 ,50.5053 ,-1.91347 ,-1.07969 ,8.56298 ,0.0417514 ,42.3427 ,-0.193167 ,0.785585 ,6.555 ,0.71297 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,107.578 ,2.65385 ,-1.00936 ,137.137 ,3.8436e-05
222.243 ,-1.06046 ,1.76435 ,26.7828 ,0.0341793 ,97.9617 ,-1.46028 ,1.56482 ,9.62016 ,0.0513362 ,59.5692 ,0.227031 ,0.383671 ,8.77248 ,0.998674 ,44.025 ,0.508508 ,2.84266 ,5.66019 ,0.00994444 ,32.3973 ,0.523841 ,-2.50187 ,5.77744 ,0.0326954 ,-999 ,-999 ,-999 ,-999 ,-999 ,209.859 ,-1.30343 ,-0.876749 ,121.845 ,6.09327e-05
473.972 ,-0.152338 ,-2.88633 ,78.8623 ,0.0499118 ,208.016 ,1.93755 ,-0.717429 ,21.0496 ,0.641459 ,76.7672 ,2.32472 ,0.354257 ,11.1533 ,0.0205122 ,73.0583 ,0.552025 ,-2.67354 ,10.0293 ,0.623946 ,39.4154 ,0.0925775 ,1.75127 ,7.91535 ,0.0380953 ,37.0816 ,1.02535 ,-0.581598 ,7.65861 ,0.0162303 ,363.66 ,0.443255 ,-0.0803886 ,122.967 ,6.01465e-05
113.857 ,-0.175232 ,-2.18433 ,11.8911 ,0.101457 ,108.663 ,0.893521 ,-2.69148 ,12.6104 ,0.0147714 ,93.5857 ,-1.16205 ,1.55675 ,11.424 ,0.122185 ,62.2589 ,-1.55734 ,0.837398 ,9.63735 ,0.425552 ,58.9883 ,0.544597 ,-1.71011 ,6.38489 ,0.020274 ,34.5868 ,-1.15659 ,-2.58409 ,6.27429 ,0.994168 ,178.234 ,0.325253 ,-0.847268 ,124.169 ,4.83886e-05
185.638 ,0.322112 ,-3.04264 ,24.1422 ,0.0344188 ,69.9069 ,0.403454 ,-1.81202 ,12.3013 ,0.0136624 ,42.8265 ,0.913247 ,-0.879153 ,7.38283 ,0.0136809 ,35.1132 ,1.3598 ,-2.57273 ,6.04232 ,0.908981 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,109.96 ,0.581017 ,0.629711 ,118.537 ,8.78025e-05
161.357 ,0.208735 ,0.508433 ,12.9829 ,0.0205125 ,125.25 ,0.439445 ,-0.233722 ,19.6006 ,0.923541 ,104.625 ,0.85377 ,-2.90884 ,14.0123 ,0.0103963 ,59.6667 ,-0.639297 ,3.00761 ,6.34969 ,0.353805 ,49.9483 ,-2.0445 ,-2.65636 ,8.20498 ,0.999406 ,35.8051 ,-2.20417 ,0.698399 ,4.9295 ,0.122091 ,89.6144 ,-2.44183 ,0.435382 ,123.262 ,7.99201e-05
78.1489 ,0.221081 ,-0.896441 ,14.5608 ,0.668353 ,56.7487 ,0.711712 ,-0.149154 ,9.0553 ,0.013637 ,45.3021 ,-0.140821 ,-2.3039 ,5.59777 ,0.0596065 ,31.9802 ,2.78963 ,0.596831 ,5.83144 ,0.113455 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,148.183 ,2.37685 ,0.595813 ,121.56 ,6.58017e-05
104.024 ,-1.58282 ,-2.99051 ,13.6526 ,0.0140635 ,65.9083 ,1.12173 ,0.521715 ,10.8677 ,0.0481224 ,59.4437 ,-1.96471 ,2.11647 ,11.5264 ,0.0203558 ,57.7494 ,0.594917 ,2.77045 ,9.62527 ,0.0516992 ,52.6393 ,-1.88716 ,-1.66961 ,8.02395 ,0.992295 ,-999 ,-999 ,-999 ,-999 ,-999 ,121.809 ,0.0582064 ,-0.394739 ,119.821 ,6.37054e-05
138.333 ,-1.3903 ,3.05497 ,19.5125 ,0.970103 ,58.7405 ,-0.970261 ,1.28646 ,10.7397 ,0.292791 ,39.7819 ,0.256132 ,0.612028 ,7.22614 ,0.0763227 ,35.7047 ,0.0654002 ,-2.56498 ,9.37807 ,0.0180968 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,224.673 ,-0.355752 ,-1.15248 ,126.518 ,3.43592e-05
83.347 ,-3.07263 ,-0.0428558 ,14.7381 ,-2 ,72.2357 ,-1.3521 ,-1.74407 ,14.5082 ,0.0608603 ,68.7433 ,0.752645 ,-0.92275 ,10.3438 ,0.0226831 ,61.6887 ,-0.769758 ,2.84658 ,9.57434 ,0.372192 ,51.1906 ,1.58151 ,-2.29452 ,10.4688 ,0.139132 ,43.9417 ,-0.0120011 ,-2.20724 ,8.56842 ,0.781827 ,266.498 ,1.27786 ,-1.2193 ,123.378 ,6.76415e-05
107.909 ,0.750579 ,2.17414 ,14.4754 ,0.0372551 ,82.4347 ,-1.01384 ,-0.730848 ,12.8464 ,0.746005 ,41.7178 ,-1.79508 ,2.9502 ,8.62828 ,0.0520916 ,40.6326 ,3.81604 ,1.9565 ,6.83811 ,-2 ,36.7698 ,-1.65139 ,0.634994 ,6.95013 ,0.0134125 ,-999 ,-999 ,-999 ,-999 ,-999 ,143.825 ,-0.603527 ,0.876597 ,133.022 ,5.86113e-05
184.868 ,0.114456 ,0.38599 ,16.7642 ,0.992021 ,127.118 ,-2.39276 ,-2.06187 ,12.3524 ,0.975544 ,97.8895 ,1.20101 ,2.22335 ,11.1442 ,0.0450213 ,95.9137 ,0.67696 ,0.519227 ,6.69117 ,0.00828068 ,58.481 ,-1.89371 ,-2.6245 ,11.4839 ,0.0159351 ,54.1247 ,-1.37278 ,-2.79698 ,9.91623 ,0.0293155 ,129.965 ,-2.34852 ,0.0792381 ,126.222 ,6.37574e-05
130.011 ,0.542135 ,-0.228411 ,16.6448 ,0.973606 ,94.0937 ,-1.55719 ,1.81804 ,14.4309 ,0.778512 ,85.0914 ,-0.0948883 ,-1.85052 ,13.9193 ,0.0366177 ,52.6045 ,2.05845 ,0.422303 ,11.9953 ,0.0609357 ,35.194 ,0.938679 ,-0.670413 ,8.07084 ,0.132622 ,-999 ,-999 ,-999 ,-999 ,-999 ,138.632 ,-2.97289 ,-0.0429813 ,123.313 ,6.01872e-05
260.315 ,0.495481 ,2.43687 ,23.5787 ,0.760119 ,141.216 ,0.736585 ,2.9768 ,13.3085 ,0.0105925 ,107.091 ,1.60755 ,-0.723793 ,14.0196 ,0.934108 ,85.1862 ,0.945293 ,0.0169681 ,8.03212 ,0.0688727 ,52.1475 ,-0.190018 ,-2.00412 ,10.5931 ,0.0663042 ,30.6171 ,-0.670358 ,-2.55249 ,7.08818 ,0.0299473 ,203.498 ,-0.303505 ,0.524645 ,122.008 ,8.05701e-05
99.7347 ,-1.93049 ,-0.702901 ,18.2431 ,0.0630996 ,79.7034 ,2.21812 ,0.335011 ,19.5173 ,0.0958027 ,62.3786 ,1.88657 ,-1.48203 ,11.0517 ,0.0113487 ,49.9663 ,2.05832 ,2.67675 ,11.1588 ,0.997084 ,48.6365 ,-0.847 ,-2.65708 ,9.0649 ,0.267386 ,36.123 ,-2.57733 ,-0.0478106 ,9.25654 ,0.0547801 ,152.858 ,2.46874 ,0.917583 ,129.072 ,4.65335e-05
166.048 ,0.17151 ,-0.0427834 ,11.7024 ,0.0394622 ,123.858 ,1.50015 ,1.75329 ,15.2493 ,0.8269 ,110.854 ,-1.91676 ,2.98469 ,19.2049 ,0.0329926 ,84.975 ,0.727634 ,-0.464015 ,13.2169 ,0.0403604 ,61.7608 ,0.342014 ,1.50093 ,8.25416 ,0.0161342 ,35.9922 ,-0.562949 ,0.459381 ,7.49616 ,0.0181775 ,239.528 ,-2.16804 ,0.433199 ,123.065 ,6.39321e-05
