JetPt1, JetEta1, JetPhi1, JetMass1, JetBTagger1, JetPt2, JetEta2, JetPhi2, JetMass2, JetBTagger2, JetPt3, JetEta3, JetPhi3, JetMass3, JetBTagger3, JetPt4, JetEta4, JetPhi4, JetMass4, JetBTagger4, JetPt5, JetEta5, JetPhi5, JetMass5, JetBTagger5, JetPt6, JetEta6, JetPhi6, JetMass6, JetBTagger6, ZZPt, ZZPhi, ZZEta, ZZMass, weight
123.904 ,1.266 ,3.04318 ,15.5202 ,0.0195571 ,93.4008 ,1.97016 ,2.80511 ,13.6811 ,0.0438706 ,75.1256 ,-2.99703 ,0.742486 ,14.3397 ,-2 ,73.1606 ,-1.33966 ,-2.27812 ,16.3855 ,0.888327 ,55.5846 ,-0.0581755 ,1.35674 ,8.04718 ,0.0254264 ,-999 ,-999 ,-999 ,-999 ,-999 ,221.472 ,-0.319929 ,-0.332962 ,124.143 ,6.42925e-05
101.712 ,0.206243 ,-0.688441 ,11.8648 ,0.21987 ,70.0978 ,1.31736 ,0.138087 ,8.96322 ,0.997065 ,63.9019 ,1.15299 ,-0.390209 ,6.543 ,0.0484645 ,45.7877 ,-2.33648 ,2.149 ,9.22307 ,0.0386745 ,34.1602 ,-1.52171 ,-3.10518 ,8.1333 ,0.0369879 ,-999 ,-999 ,-999 ,-999 ,-999 ,156.795 ,-2.98405 ,-0.474286 ,123.641 ,5.90714e-05
278.472 ,2.16672 ,0.916106 ,42.0659 ,0.129733 ,101.184 ,-1.21584 ,-0.494919 ,16.4375 ,0.984644 ,99.043 ,-0.193818 ,-2.53201 ,21.8765 ,0.0337623 ,94.7467 ,0.723415 ,-3.09438 ,17.1605 ,0.0164 ,66.4968 ,0.812549 ,-0.185483 ,10.6344 ,0.778425 ,54.532 ,0.578566 ,2.1184 ,10.7773 ,0.963116 ,180.172 ,-2.31378 ,1.06268 ,124.837 ,5.64293e-05
110.237 ,0.349451 ,2.69724 ,13.5339 ,0.528274 ,98.0839 ,-0.575266 ,-1.61238 ,15.8374 ,0.352711 ,83.9595 ,-0.158284 ,1.46161 ,17.1298 ,0.470979 ,35.2115 ,0.25905 ,-1.19407 ,6.43598 ,0.0267785 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,154.315 ,-0.0474311 ,-1.19148 ,125.146 ,7.55023e-05
223.422 ,-1.19521 ,2.49925 ,43.0642 ,0.0382265 ,111.55 ,-0.25269 ,-2.47021 ,21.2713 ,0.390939 ,110.852 ,2.27524 ,1.06174 ,20.5262 ,0.0408392 ,101.546 ,0.375478 ,2.71448 ,14.1236 ,0.724183 ,79.6663 ,0.820383 ,-0.307342 ,10.8337 ,0.0329923 ,65.6605 ,0.862835 ,-1.36786 ,11.3353 ,0.0383327 ,230.296 ,-0.402644 ,-0.134983 ,122.43 ,5.99482e-05
107.119 ,-1.59027 ,-1.72726 ,11.6454 ,0.789748 ,83.9157 ,-1.06804 ,-2.81032 ,13.9055 ,0.950809 ,82.7444 ,-1.7793 ,-2.38657 ,11.3308 ,0.0186735 ,49.1496 ,-1.12571 ,2.68321 ,10.277 ,0.0464101 ,44.0833 ,0.983734 ,-0.638238 ,8.88469 ,0.0172587 ,-999 ,-999 ,-999 ,-999 ,-999 ,166.508 ,0.851974 ,-2.1042 ,113.71 ,5.42489e-05
161.34 ,-0.91986 ,2.67096 ,22.0036 ,0.0250164 ,85.2626 ,-2.16523 ,-1.01964 ,15.4011 ,0.520387 ,51.2575 ,-1.05025 ,-1.85189 ,8.73666 ,0.312506 ,40.6073 ,-1.55633 ,-2.32908 ,6.55937 ,0.835322 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,140.02 ,0.122257 ,-1.34131 ,127.614 ,5.48463e-05
127.187 ,1.6422 ,0.809264 ,16.588 ,0.0321473 ,48.1421 ,0.567445 ,1.58792 ,9.62137 ,0.999109 ,42.3129 ,1.64708 ,-0.79487 ,8.74458 ,0.283211 ,38.9476 ,-0.80123 ,-2.41135 ,7.68577 ,0.0182845 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,104.284 ,-2.08198 ,0.453236 ,122.955 ,4.35763e-05
207.533 ,0.327443 ,1.92678 ,35.1044 ,0.0274031 ,125.173 ,0.0502018 ,0.746749 ,19.9748 ,0.565196 ,122.193 ,2.60798 ,-2.81307 ,16.7193 ,0.89078 ,74.1889 ,0.749223 ,0.964103 ,9.80407 ,0.0145974 ,43.1551 ,2.25494 ,1.4521 ,7.68886 ,0.091202 ,39.9386 ,-3.92615 ,-0.0851427 ,7.41589 ,-2 ,312.9 ,-1.71879 ,0.229313 ,125.727 ,5.41591e-05
97.3582 ,-0.447274 ,2.53244 ,8.79026 ,0.0504239 ,44.8645 ,1.44257 ,-1.33992 ,6.89473 ,0.0753321 ,40.6118 ,1.51734 ,0.982449 ,7.37126 ,0.0515957 ,34.7171 ,1.05506 ,-0.338965 ,6.64668 ,0.999343 ,31.7269 ,0.451326 ,-0.573049 ,6.01575 ,0.00958861 ,-999 ,-999 ,-999 ,-999 ,-999 ,16.1301 ,1.90239 ,-0.252741 ,123.98 ,6.02699e-05
194.404 ,-1.13394 ,-0.485725 ,17.5163 ,0.167139 ,92.9609 ,1.33937 ,-1.16016 ,14.5545 ,0.0502152 ,81.3554 ,-0.405123 ,-0.435701 ,14.2151 ,0.286602 ,69.3385 ,1.72831 ,-0.169162 ,8.91408 ,0.0660881 ,66.5136 ,0.188899 ,-0.0782298 ,10.5098 ,0.994533 ,45.1784 ,-1.51855 ,-2.27435 ,8.06884 ,0.98492 ,504.335 ,2.64586 ,0.666437 ,126.294 ,6.95953e-05
208.849 ,0.580561 ,-1.67684 ,37.1902 ,0.0264917 ,134.284 ,0.840051 ,-0.812266 ,20.1966 ,0.715894 ,95.2397 ,1.68536 ,1.10779 ,9.48545 ,0.0383746 ,54.749 ,1.32918 ,-1.87449 ,11.6549 ,0.0272534 ,41.8396 ,1.27345 ,-1.00764 ,7.72792 ,0.0535522 ,-999 ,-999 ,-999 ,-999 ,-999 ,120.178 ,1.27704 ,1.46609 ,131.248 ,6.93342e-05
184.54 ,-0.600862 ,-2.77342 ,22.4805 ,0.0730773 ,153.633 ,0.894481 ,0.985786 ,12.4086 ,0.0626968 ,80.0213 ,1.01272 ,0.361776 ,10.7602 ,0.0228141 ,59.5759 ,2.19959 ,-1.81686 ,8.44465 ,0.0447631 ,48.8007 ,-0.398943 ,-1.77355 ,8.09775 ,0.0203114 ,35.0979 ,-0.202398 ,1.10303 ,7.6059 ,0.998359 ,28.058 ,-2.47184 ,0.357914 ,126.254 ,7.00729e-05
125.887 ,-0.362996 ,-0.113004 ,10.1502 ,0.996107 ,113.241 ,2.21231 ,1.80548 ,12.6524 ,0.67923 ,55.1578 ,-1.81244 ,-0.346425 ,7.68871 ,0.0166803 ,47.3476 ,-1.32671 ,-0.542538 ,6.26273 ,0.0301312 ,40.9326 ,0.0893561 ,-2.00414 ,10.7106 ,0.34144 ,-999 ,-999 ,-999 ,-999 ,-999 ,173.452 ,-3.141 ,-0.394266 ,124.517 ,6.45664e-05
210.302 ,0.30847 ,2.24394 ,18.4406 ,0.823654 ,57.3793 ,1.07368 ,2.53634 ,13.8919 ,0.387717 ,52.5145 ,-0.0978657 ,1.83824 ,9.7709 ,0.0301471 ,35.9679 ,-1.15302 ,1.1193 ,8.29991 ,0.0229211 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,305.315 ,-0.538742 ,0.786948 ,125.959 ,3.43313e-05
49.9593 ,0.990172 ,1.11887 ,6.93809 ,0.998471 ,41.0393 ,0.692935 ,-2.94665 ,7.83713 ,0.0439617 ,38.1212 ,-1.27405 ,-2.63771 ,6.31742 ,0.300082 ,32.103 ,-1.36016 ,2.41528 ,4.08574 ,0.0345556 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,138.289 ,-1.27887 ,0.948656 ,121.58 ,5.55572e-05
144.673 ,0.516479 ,-0.644859 ,15.2144 ,0.898866 ,110.613 ,0.245924 ,0.36908 ,9.31881 ,0.0535341 ,79.0264 ,2.60804 ,2.71343 ,6.1574 ,0.0313328 ,64.21 ,-1.06155 ,-1.95774 ,8.15144 ,0.998967 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,109.783 ,2.96746 ,1.47256 ,123.633 ,8.18406e-05
120.926 ,0.262334 ,2.93792 ,16.8741 ,0.989493 ,72.7572 ,-0.558273 ,-3.06201 ,10.484 ,0.0141075 ,45.1546 ,0.739122 ,0.916926 ,8.36231 ,0.0178139 ,43.4917 ,0.487151 ,0.214781 ,6.77068 ,0.218193 ,32.7643 ,0.0939028 ,2.06704 ,5.44568 ,-2 ,30.1166 ,0.106547 ,-2.50459 ,4.90947 ,0.0821166 ,163.519 ,-0.512237 ,1.34578 ,126.041 ,6.43108e-05
104.072 ,0.453329 ,-1.79902 ,14.5889 ,0.755544 ,71.721 ,0.896735 ,0.649189 ,10.3619 ,0.972206 ,31.8034 ,2.87327 ,-3.00187 ,8.95209 ,0.205309 ,30.7399 ,1.44461 ,0.282782 ,4.58059 ,0.116903 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,66.6149 ,-3.04758 ,0.785872 ,128.286 ,6.31435e-05
141.267 ,-1.02716 ,1.2217 ,16.9636 ,0.441292 ,58.8293 ,-0.71194 ,0.392913 ,7.73813 ,0.0409082 ,57.6359 ,-1.66853 ,2.44457 ,7.50902 ,0.0172216 ,54.0812 ,-0.501969 ,3.0578 ,10.903 ,0.0141614 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,192.996 ,-1.32846 ,0.720003 ,124.481 ,7.41426e-05
214.013 ,-0.767235 ,-0.148951 ,25.1214 ,0.0180158 ,130.237 ,-0.385567 ,-2.10752 ,18.0512 ,0.228491 ,121.436 ,-0.943138 ,0.773219 ,14.1992 ,0.997398 ,80.9791 ,0.502565 ,2.14039 ,13.4694 ,0.095417 ,75.9845 ,-1.52268 ,0.908186 ,12.1641 ,0.291992 ,41.6154 ,-0.545722 ,0.286835 ,6.2032 ,0.0169222 ,157.694 ,-2.73402 ,1.07359 ,124.279 ,1.90182e-05
516.658 ,-1.13393 ,-1.51885 ,89.591 ,0.0478349 ,327.545 ,-0.552879 ,2.11037 ,26.516 ,0.0328266 ,139.774 ,0.144986 ,-1.95193 ,14.0585 ,0.361016 ,101.344 ,-0.970294 ,2.31313 ,9.78125 ,0.0175994 ,59.0871 ,-0.38911 ,1.39023 ,8.20559 ,0.988637 ,-999 ,-999 ,-999 ,-999 ,-999 ,318.907 ,0.67945 ,-0.0644682 ,125.418 ,8.07642e-05
113.045 ,-1.66767 ,-1.09382 ,21.8543 ,0.984996 ,83.4826 ,-1.83177 ,-2.8273 ,6.55416 ,0.0417915 ,75.883 ,-1.65258 ,2.21076 ,12.6329 ,0.99971 ,73.787 ,0.312529 ,-2.04036 ,17.9357 ,0.0357833 ,66.8734 ,-0.431146 ,-0.175647 ,13.7059 ,0.0376358 ,44.3082 ,-2.48039 ,1.29403 ,7.51363 ,0.646394 ,162.447 ,1.30828 ,-1.42835 ,122.249 ,6.14007e-05
165.241 ,-0.197 ,-0.0368882 ,25.9727 ,0.91613 ,118.258 ,-0.899734 ,2.77336 ,15.1471 ,0.983446 ,70.5609 ,-0.0325025 ,1.79807 ,14.562 ,0.0755854 ,48.7938 ,-0.76557 ,0.29105 ,10.5852 ,0.02461 ,34.1656 ,-1.01417 ,1.44559 ,6.49453 ,0.0203547 ,30.445 ,-0.210686 ,-1.81661 ,9.03384 ,0.0251641 ,257.047 ,-2.14177 ,-0.794489 ,126.448 ,5.44315e-05
190.244 ,2.23168 ,0.582271 ,38.1151 ,0.0461103 ,135.772 ,-0.469264 ,-1.00709 ,14.0054 ,0.14804 ,121.575 ,0.899016 ,3.11161 ,16.118 ,0.813826 ,39.0079 ,2.1856 ,2.18175 ,7.94629 ,0.959668 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,194.219 ,-1.50706 ,0.431914 ,124.607 ,7.63103e-05
97.6427 ,-0.960918 ,1.86475 ,13.7759 ,0.98303 ,64.4947 ,0.563236 ,1.80922 ,8.62279 ,0.513101 ,56.6831 ,-1.74408 ,-1.78318 ,12.9467 ,0.0553371 ,55.1946 ,-0.231222 ,0.277332 ,12.7357 ,0.908098 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,122.48 ,-1.62284 ,-0.434943 ,126.425 ,5.54387e-05
86.0327 ,-1.47462 ,-0.0554498 ,17.7208 ,0.797998 ,83.018 ,-0.811445 ,0.341434 ,17.1768 ,0.852382 ,69.2814 ,0.542443 ,-0.415095 ,12.0086 ,0.0303076 ,68.63 ,-0.645746 ,2.08907 ,9.11513 ,0.0215371 ,39.3577 ,-1.81181 ,2.46441 ,8.36756 ,0.0318614 ,-999 ,-999 ,-999 ,-999 ,-999 ,150.219 ,-2.3622 ,-0.862167 ,124.511 ,3.25961e-05
488.908 ,-1.02861 ,1.77372 ,78.6377 ,0.848506 ,111.598 ,-1.47101 ,2.01164 ,10.9782 ,0.019394 ,77.1363 ,-1.60331 ,2.47851 ,8.84069 ,0.998239 ,34.7878 ,2.80345 ,0.996586 ,10.6907 ,-2 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,689.094 ,-1.18783 ,-1.27885 ,126.857 ,6.26662e-05
82.7668 ,0.911678 ,1.67516 ,12.6094 ,0.834045 ,73.6604 ,0.643126 ,-2.84697 ,10.0322 ,0.136953 ,62.4565 ,1.49622 ,0.679735 ,10.951 ,0.0176367 ,33.0296 ,0.370121 ,-1.44101 ,6.77758 ,0.0884895 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,51.9184 ,0.214014 ,1.54445 ,123.081 ,3.31356e-05
318.91 ,1.74563 ,-0.871523 ,23.0581 ,0.292288 ,233.895 ,1.30651 ,-0.748339 ,19.4568 ,0.441131 ,75.3623 ,-1.50899 ,0.0186565 ,13.5704 ,0.907412 ,45.8615 ,-2.11484 ,2.28661 ,5.53025 ,0.0349125 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,574.667 ,2.32962 ,0.271889 ,122.32 ,1.46522e-05
166.795 ,1.68377 ,2.09581 ,15.8441 ,0.0185097 ,127.32 ,1.05826 ,0.482993 ,18.9385 ,0.697337 ,109.601 ,-0.852462 ,-2.32524 ,21.8321 ,0.0220908 ,66.2558 ,-1.82959 ,3.13144 ,12.9193 ,0.0299732 ,60.0448 ,-0.685451 ,-1.28446 ,8.00785 ,0.957804 ,-999 ,-999 ,-999 ,-999 ,-999 ,94.3877 ,-2.98658 ,0.140962 ,125.226 ,8.37821e-05
122.87 ,-0.927094 ,-0.329337 ,15.8452 ,0.018201 ,108.815 ,1.21843 ,-2.70473 ,18.9225 ,0.0231089 ,106.833 ,-1.33566 ,-0.923443 ,15.0199 ,0.805177 ,57.4515 ,-0.837101 ,2.94903 ,9.93707 ,0.0395841 ,31.957 ,0.132535 ,-0.5146 ,5.01023 ,0.0153116 ,-999 ,-999 ,-999 ,-999 ,-999 ,122.517 ,1.00187 ,-0.270183 ,116.534 ,7.05285e-05
324.366 ,0.287942 ,-2.24882 ,47.3679 ,0.992903 ,248.023 ,-0.233809 ,-2.29709 ,16.8849 ,0.133374 ,242.844 ,-1.37833 ,0.186733 ,28.8428 ,0.816127 ,135.673 ,-1.12552 ,-0.389901 ,22.5376 ,0.0300339 ,40.1358 ,-0.168321 ,3.06142 ,8.19856 ,0.356313 ,-999 ,-999 ,-999 ,-999 ,-999 ,416.572 ,1.54803 ,-0.110199 ,125.655 ,6.4771e-05
104.328 ,0.78105 ,1.10801 ,19.7636 ,0.470597 ,76.4987 ,-1.59421 ,-1.59706 ,12.0356 ,0.0410469 ,44.1845 ,-1.10283 ,1.61459 ,9.03529 ,0.014197 ,35.5972 ,0.286269 ,-0.415162 ,5.84038 ,0.0304064 ,32.7983 ,0.847258 ,1.68673 ,6.53636 ,0.10588 ,-999 ,-999 ,-999 ,-999 ,-999 ,104.209 ,-2.50485 ,-1.38376 ,123.548 ,3.61512e-05
112.637 ,3.43669 ,-0.279693 ,16.785 ,-2 ,80.2564 ,0.829713 ,-0.336491 ,9.05219 ,0.992292 ,72.4818 ,1.56694 ,-2.8429 ,14.602 ,0.0491091 ,52.7247 ,1.40118 ,-1.63952 ,9.80533 ,0.0369288 ,40.3236 ,-0.247408 ,-1.81582 ,9.12383 ,0.0116479 ,-999 ,-999 ,-999 ,-999 ,-999 ,60.8691 ,1.64618 ,1.23334 ,124.338 ,2.63287e-05
140.05 ,0.403385 ,0.153772 ,19.1665 ,0.890774 ,43.0338 ,3.48862 ,2.66569 ,8.13862 ,-2 ,37.4279 ,-0.418117 ,-2.32565 ,10.1224 ,0.061911 ,33.6929 ,2.24542 ,-0.581223 ,8.39054 ,0.977891 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,105.455 ,2.78716 ,1.5603 ,126.222 ,1.11244e-05
123.364 ,-0.960585 ,0.759257 ,13.5119 ,0.978858 ,109.078 ,3.60809 ,3.09402 ,20.4351 ,-2 ,101.338 ,1.01654 ,0.127389 ,13.9797 ,0.996782 ,59.9432 ,-1.06767 ,1.79825 ,7.79728 ,0.0208048 ,59.6417 ,0.139177 ,1.70001 ,9.00419 ,0.0207669 ,46.7854 ,2.30034 ,0.671652 ,6.46292 ,0.149937 ,233.937 ,-1.82791 ,-0.199585 ,124.443 ,5.94994e-05
234.696 ,-0.193682 ,2.61242 ,29.1465 ,0.0950143 ,147.37 ,2.03467 ,2.11083 ,19.3976 ,0.850607 ,42.4106 ,0.477051 ,3.01866 ,6.7906 ,0.0163377 ,39.2209 ,-1.79832 ,-1.12123 ,7.54332 ,0.0999041 ,37.4705 ,0.723924 ,1.35229 ,6.50437 ,0.410509 ,30.6099 ,0.999895 ,-1.95562 ,5.8368 ,0.998103 ,446.612 ,-0.617965 ,0.219502 ,123.832 ,7.73789e-05
421.029 ,-1.11733 ,-0.306017 ,74.654 ,0.523166 ,133.373 ,-1.27713 ,-0.994603 ,19.182 ,0.0247815 ,126.267 ,0.856529 ,1.20839 ,15.8654 ,0.0238883 ,96.2237 ,-1.70495 ,-2.05045 ,11.9109 ,0.0164326 ,90.5126 ,-2.0147 ,-0.112337 ,13.7181 ,0.0446598 ,45.647 ,1.40491 ,2.68722 ,7.68938 ,0.0494773 ,506.731 ,2.86174 ,-0.241498 ,126.769 ,5.68202e-05
115.528 ,-0.839868 ,-2.61851 ,12.0074 ,0.843362 ,105.736 ,1.10852 ,-0.556643 ,18.822 ,0.380361 ,67.4553 ,1.5983 ,2.15082 ,10.3216 ,0.0443754 ,43.3768 ,-0.122948 ,1.01887 ,9.46728 ,0.0246855 ,34.4795 ,-2.67382 ,-0.0578005 ,9.49967 ,-2 ,-999 ,-999 ,-999 ,-999 ,-999 ,46.0575 ,0.48304 ,-0.675055 ,125.352 ,8.29487e-05
120.713 ,-1.95526 ,-1.48021 ,13.1987 ,0.0112073 ,111.305 ,-1.70398 ,-0.51992 ,13.6385 ,0.994828 ,101.18 ,0.615267 ,-2.24501 ,15.2933 ,0.235549 ,59.5081 ,-0.0198326 ,2.57025 ,5.40962 ,0.0114741 ,36.3748 ,0.849975 ,1.44894 ,7.59313 ,0.0164319 ,33.0341 ,1.72813 ,-3.13367 ,5.50586 ,0.014283 ,154.654 ,1.38976 ,-1.27845 ,123.072 ,8.26282e-05
171.258 ,-0.952386 ,0.405723 ,18.3913 ,0.0316093 ,129.139 ,-0.276406 ,-0.134946 ,8.90521 ,0.0204416 ,125.494 ,1.31575 ,2.77021 ,16.9091 ,0.0279392 ,79.8531 ,-1.54478 ,0.244712 ,9.13286 ,0.487745 ,75.2103 ,1.90422 ,-2.34359 ,7.88531 ,0.993792 ,69.8812 ,-1.78422 ,2.88764 ,12.4826 ,0.0199384 ,198.224 ,-2.59079 ,0.391535 ,124.351 ,6.13219e-05
189.464 ,1.58131 ,-3.04931 ,25.441 ,0.0161593 ,149.588 ,0.431019 ,0.313171 ,16.2749 ,0.0120966 ,104.511 ,0.033056 ,-0.216921 ,15.1186 ,0.0160557 ,84.8426 ,1.56827 ,2.53767 ,13.588 ,0.778632 ,69.9624 ,0.483213 ,-2.83079 ,12.7818 ,0.0463845 ,62.749 ,1.29693 ,-2.47472 ,10.388 ,0.0959076 ,130.138 ,-0.696087 ,1.37435 ,126.208 ,6.14522e-05
106.112 ,2.46175 ,-2.54969 ,14.8503 ,0.0700473 ,98.5899 ,-0.727407 ,2.28812 ,11.7288 ,0.963744 ,77.6633 ,-3.58339 ,1.53724 ,13.1684 ,-2 ,74.2074 ,1.01663 ,-0.761416 ,8.95372 ,0.0769886 ,43.582 ,-0.241466 ,2.77664 ,6.37189 ,0.0226544 ,34.8416 ,2.0014 ,-0.796133 ,4.51652 ,0.99385 ,62.4451 ,-1.55291 ,2.00551 ,123.784 ,7.47952e-05
276.956 ,1.04995 ,0.211879 ,30.8862 ,0.0253114 ,103.456 ,-3.14883 ,2.07565 ,17.3713 ,-2 ,71.4726 ,0.796922 ,-0.206131 ,8.78357 ,0.0418997 ,65.8441 ,0.492516 ,0.861916 ,10.8325 ,0.72999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,313.374 ,-2.53689 ,0.921213 ,121.173 ,5.54186e-05
137.96 ,0.707868 ,0.9321 ,20.5993 ,0.952504 ,99.5705 ,-0.0162467 ,-2.69993 ,16.9476 ,0.0177156 ,60.7542 ,0.787499 ,-2.74782 ,9.64779 ,0.704584 ,34.4635 ,-1.13246 ,0.711694 ,6.28641 ,0.367392 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,103.786 ,-1.71456 ,0.193089 ,123.771 ,1.31527e-05
247.397 ,-1.53107 ,-2.73026 ,39.9296 ,0.314692 ,102.574 ,1.33934 ,-2.81185 ,13.3428 ,0.0609014 ,83.0944 ,3.58569 ,1.11528 ,13.9085 ,-2 ,77.1358 ,1.26601 ,1.90478 ,12.8019 ,0.949388 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,259.201 ,-0.110847 ,0.397206 ,120.603 ,5.89692e-05
63.5703 ,-1.5587 ,-0.238243 ,11.4562 ,0.131753 ,61.8985 ,0.281289 ,-1.51579 ,5.15179 ,0.781521 ,36.5047 ,-0.54696 ,-2.29012 ,6.53495 ,0.00958493 ,33.8456 ,-2.47855 ,1.14857 ,5.20637 ,-2 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,244.468 ,2.94435 ,0.0973864 ,125.422 ,8.5894e-05
249.196 ,-0.864535 ,0.729214 ,33.7572 ,0.0261259 ,104.264 ,-4.01313 ,2.03933 ,18.8231 ,-2 ,71.828 ,0.950064 ,1.84064 ,7.97963 ,0.833483 ,69.6112 ,1.7833 ,2.74881 ,8.61186 ,0.0509092 ,62.6377 ,0.117729 ,0.274121 ,6.44797 ,0.0605125 ,57.5397 ,-1.05848 ,1.23016 ,11.2139 ,0.0321126 ,270.428 ,-1.82841 ,-1.21273 ,127.823 ,6.39013e-05
169.396 ,0.122141 ,-1.6862 ,33.901 ,0.972825 ,81.5216 ,1.54206 ,-1.79951 ,12.5208 ,0.037724 ,80.2255 ,1.23983 ,-2.70558 ,10.2869 ,0.0140319 ,60.8874 ,1.29005 ,-1.4239 ,9.09797 ,0.754706 ,36.9184 ,0.667264 ,-1.26672 ,6.48095 ,0.0131768 ,32.8055 ,-0.998288 ,0.664366 ,5.69073 ,0.0249497 ,374.629 ,1.49874 ,1.00974 ,123.234 ,6.27242e-05
224.094 ,-0.20909 ,1.68537 ,43.851 ,0.840985 ,127.183 ,0.347296 ,1.51559 ,17.6847 ,0.0263766 ,120.618 ,-0.471313 ,-1.45921 ,12.0054 ,0.952708 ,76.6428 ,0.710597 ,1.13471 ,11.9941 ,0.0190789 ,48.6432 ,-0.274484 ,-0.32021 ,9.45354 ,0.237259 ,30.9885 ,-0.236884 ,2.2976 ,5.94556 ,0.040946 ,220.144 ,-2.00187 ,-0.132346 ,120.283 ,5.59027e-05
126.068 ,0.561812 ,2.37752 ,17.4225 ,0.0719606 ,106.587 ,1.11426 ,2.63478 ,11.74 ,0.0186674 ,106.201 ,-1.84292 ,1.17294 ,18.3911 ,0.0980905 ,71.3418 ,1.58232 ,2.05344 ,12.0439 ,0.872088 ,59.8917 ,-1.87151 ,1.79218 ,13.7441 ,0.0919512 ,46.6047 ,-1.87187 ,-0.21441 ,8.95043 ,0.0693775 ,376.808 ,-0.988813 ,-1.57631 ,128.652 ,3.61495e-05
163.73 ,-0.718302 ,1.97123 ,20.8884 ,0.0227846 ,154.791 ,-0.833382 ,-1.26403 ,14.4113 ,0.0640322 ,95.8093 ,-0.326485 ,2.4019 ,12.3761 ,0.0119638 ,84.687 ,-0.805703 ,-0.135553 ,17.4509 ,0.505175 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,64.0849 ,-0.893869 ,2.00181 ,114.96 ,7.44361e-05
158.19 ,1.90474 ,2.87353 ,17.2584 ,0.920015 ,117.284 ,1.91353 ,-2.64735 ,9.98919 ,0.029811 ,103.924 ,-0.681161 ,-0.865443 ,15.5032 ,0.0425601 ,68.6096 ,-0.485308 ,1.63548 ,8.12651 ,0.486069 ,51.2229 ,0.614611 ,-1.19062 ,9.44059 ,0.661743 ,30.144 ,2.78258 ,2.74117 ,6.01676 ,-2 ,186.388 ,0.784926 ,1.45539 ,126.96 ,6.56183e-05
247.076 ,0.0866561 ,1.64974 ,44.3285 ,0.737737 ,63.6968 ,-0.579184 ,1.29628 ,13.4977 ,0.0250719 ,45.1094 ,-1.47623 ,1.91395 ,10.1282 ,0.228016 ,37.4787 ,-0.365378 ,2.18502 ,8.06906 ,0.0167047 ,36.0302 ,1.5922 ,-0.0952886 ,5.7468 ,0.913726 ,-999 ,-999 ,-999 ,-999 ,-999 ,345.35 ,-1.82627 ,0.466515 ,124.498 ,6.54464e-05
169.537 ,1.18106 ,2.66559 ,27.116 ,0.408999 ,121.845 ,-3.27785 ,-2.76276 ,16.7624 ,-2 ,87.2422 ,1.31527 ,1.78818 ,16.2874 ,0.814955 ,66.0554 ,-0.496208 ,2.49638 ,13.7785 ,0.043155 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,-999 ,511.22 ,-0.467515 ,0.767459 ,126.013 ,6.61513e-05
198.722 ,-1.46818 ,-2.76635 ,28.0162 ,0.0966334 ,124.208 ,-1.46785 ,1.1784 ,15.1985 ,0.0176102 ,92.7956 ,0.703307 ,2.34392 ,11.5931 ,0.0242193 ,87.1967 ,-1.02519 ,0.346896 ,12.3342 ,0.0178356 ,66.8072 ,1.1444 ,-0.231838 ,13.1707 ,0.316429 ,56.9067 ,-0.933934 ,2.39131 ,10.4986 ,0.981798 ,191.685 ,-0.828219 ,-0.519331 ,124.431 ,6.1397e-05
