LepPt[0],LepPt[1],LepPt[2],LepPt[3],LepPhi[0],LepPhi[1],LepPhi[2],LepPhi[3],LepEta[0],LepEta[1],LepEta[2],LepEta[3],JetPt1, JetEta1, JetPhi1, JetMass1, JetBTagger1, JetPt2, JetEta2, JetPhi2, JetMass2, JetBTagger2, ExtraLepPt1, ExtraLepPhi1, ExtraLepEta1, weight
21.814,18.6996,35.7331,20.854,1.88075,-1.62216,3.03321,-0.226976,-2.24854,-0.0218733,-1.30777,-1.55521,88.5426,1.19912,2.59887,12.4644,0.698629,82.2554,0.704225,-0.556104,11.1769,0.0172431,89.7656,2.5307,-1.0596,7.21142e-05
32.0661,77.4291,102.271,53.0689,2.92665,1.79027,2.41613,2.03559,-0.115558,0.849713,0.387882,0.671012,50.4507,-1.00656,3.00781,9.09386,0.908543,-999,-999,-999,-999,-999,17.4598,-2.7633,-1.08037,5.99385e-05
51.9539,96.7223,7.70111,21.1888,-2.01069,-0.890243,-1.18385,0.00214296,-0.977,-0.411698,-0.137201,-0.236888,154.686,-0.959214,2.41413,19.1394,0.0210753,132.188,-0.964349,1.40294,16.9766,0.985319,22.1914,-2.51123,-1.86331,5.00892e-05
97.6472,20.564,16.5162,50.845,-2.14127,2.38991,-3.08663,-2.00273,0.419542,-0.00953677,-0.0683379,0.42174,97.4902,1.22671,-0.108934,16.3274,0.689446,-999,-999,-999,-999,-999,84.3049,2.01139,0.286603,9.56603e-06
98.5976,22.1104,11.9919,21.9315,-0.106617,2.21779,-1.47403,-0.534792,-0.085951,-0.234868,-1.04543,0.418439,217.205,-0.0156747,0.339873,18.4807,0.944416,87.211,-2.06774,-2.45973,11.1185,0.75576,46.6633,-2.69481,-1.0123,5.84664e-05
11.6275,78.6477,5.62688,43.1106,0.115423,-2.37334,0.22691,-2.75949,-1.45965,-0.52265,-2.25854,0.108653,146.496,-0.668004,2.96015,15.3014,0.125529,65.7746,-0.579612,-1.05612,10.8646,0.979304,61.7606,-0.0021702,-0.634773,2.7754e-05
90.7794,18.1948,12.3242,51.8407,1.35251,2.90287,1.42859,1.77838,-0.483844,-1.99721,-0.270847,-1.20734,143.721,-1.83731,-1.86694,33.3829,0.0356513,140.74,-2.50193,-2.28853,30.5172,0.103391,22.7879,0.65966,-1.57083,5.05815e-05
23.6585,146.303,7.92066,9.09835,-2.47892,-3.14048,0.904816,-2.7242,-0.395293,-1.73907,-1.48588,-0.609072,57.7685,-2.58416,0.270673,13.1292,0.032267,35.8819,-0.461858,1.12083,6.8917,0.0785852,30.5927,1.4579,1.34496,5.68573e-05
69.0981,30.4216,9.18731,9.55072,-0.361304,2.78664,-0.493462,2.39328,-0.319217,-0.0659322,1.13896,-0.0926575,94.2794,-0.154271,1.18731,15.4019,0.0119287,56.9734,-0.666314,-2.61231,10.5387,0.997633,104.369,-0.922593,0.505287,3.80268e-05
26.5228,29.4394,33.7465,12.6835,-1.91941,0.618419,2.01057,-1.18128,1.04906,-0.401075,0.620348,1.16729,78.7204,-0.623531,-2.28869,13.971,0.999484,70.2439,-0.0730177,2.01532,12.5987,0.0248496,98.1655,-0.876278,0.495886,1.22244e-05
66.321,61.2802,16.2337,61.6212,2.49522,1.38373,1.03209,1.9304,-1.3856,-0.491804,-0.867814,-0.925492,152.428,-1.41422,-1.79183,15.0846,0.0835462,131.353,-0.764228,-1.86664,11.9987,0.0130851,88.1822,1.54742,-0.930273,6.8814e-05
57.3728,23.8686,38.5419,51.5303,-0.524487,1.36367,-0.652313,0.468597,-0.764309,-0.161998,0.039375,-0.527939,200.529,0.317092,-2.32719,38.3315,0.931267,65.7583,1.3408,1.9785,12.1871,0.0121789,44.3452,2.02153,0.344388,5.14285e-05
66.1726,30.6701,17.195,22.9991,-3.00867,-0.0457571,2.26645,3.04433,-0.858548,-0.533956,-0.172153,-1.24791,90.6168,-0.338772,-0.669809,10.2314,0.995379,-999,-999,-999,-999,-999,70.8589,1.40641,0.0275275,4.9598e-05
18.7889,22.3786,15.5317,34.2443,1.92828,2.44122,1.15687,2.17755,0.273386,-2.08767,-1.38858,0.374618,93.0207,-0.925961,1.56273,16.0659,0.765916,81.3587,-1.09778,-0.638688,7.08375,0.399441,32.0729,-0.0692211,0.106789,7.06374e-05
34.7926,32.4287,16.269,24.0014,2.7417,0.181801,1.78215,-2.57392,-0.921238,0.575527,-0.212607,0.274732,66.4535,-1.15378,1.98856,13.7873,0.0245699,57.6654,2.60188,2.83783,9.57276,0.103003,44.3229,1.33094,1.64233,5.32817e-05
73.9055,58.8973,13.7505,24.9487,-1.78363,-0.505943,-2.03728,-0.173138,0.97017,0.364262,0.700435,0.874253,151.933,1.55901,1.47537,18.5547,0.057297,121.274,-0.825454,-1.49973,17.0898,0.180663,24.4645,0.0883713,-0.124338,2.28936e-05
12.49,183.307,54.2497,66.8533,2.69927,3.07892,-2.96878,-2.85086,2.08941,0.488784,0.638133,0.865915,207.609,2.06306,-1.49956,23.5925,0.227019,158.055,-0.813167,0.592658,19.3379,0.0698392,65.3141,-1.31104,1.44284,3.76309e-05
49.3123,40.7161,6.69231,19.4949,3.06592,0.885975,0.391104,2.49676,0.653748,1.51899,-0.844411,1.03785,101.675,0.637454,-0.748949,13.3749,0.0439005,64.4632,1.12777,0.103665,7.74743,0.0229504,22.743,2.45033,-0.138583,2.29052e-05
68.9125,121.501,71.6276,46.8782,2.74991,-3.13849,2.96156,-2.81091,0.675968,-0.167239,0.299193,0.287054,91.2492,-1.94443,-0.244151,15.8331,0.0217119,84.097,2.25725,-0.0700874,14.2229,0.842946,128.698,0.231919,0.905817,1.32008e-05
81.9574,43.4224,25.0456,21.6909,-0.147532,1.33494,-0.248588,0.807206,-0.64464,-0.205225,-0.486226,-1.2372,272.449,-2.7549,2.83496,21.5365,0.369227,52.7404,-0.661203,-0.934471,10.8377,0.977876,25.0243,0.033918,1.28363,4.36026e-05
47.2811,66.1042,19.0556,19.6784,0.0713954,1.87107,1.77039,0.564659,0.516968,0.878527,1.21435,0.237848,170.053,0.976199,-0.563464,17.8542,0.415471,136.615,1.24912,-2.37992,18.9267,0.992082,54.249,-2.81173,1.12291,4.81263e-05
45.4958,46.0084,16.55,19.7803,-2.11915,-0.103595,-1.9618,-2.64095,0.747317,-0.247286,-0.0483809,0.752845,160.012,-1.47317,-2.12768,20.7168,0.981132,108.967,-0.276884,0.945772,17.4895,0.149841,40.6152,-0.769202,-0.99416,5.42307e-05
25.7665,26.1466,25.3918,35.6733,0.719718,-1.55597,1.92879,0.628279,1.29412,0.160304,-0.282482,-0.198939,121.955,-2.73778,-1.55903,21.3207,0.168535,102.443,0.157293,2.13864,12.8751,0.0263946,58.9629,1.03754,-0.459599,7.07742e-05
18.3819,66.3896,30.6505,18.1758,-2.52246,1.37874,0.882133,3.01379,-1.14796,-1.28272,-1.89619,-2.00108,68.124,-1.14643,-1.41632,12.4899,0.831084,51.9855,-0.805832,1.05329,8.26052,0.871235,65.2397,-2.07406,-1.25071,5.69147e-05
13.91,145.8,20.8335,47.6246,1.38189,-0.806942,-0.110673,-0.727699,-0.541596,0.0111394,0.149128,0.436658,124.915,-0.82796,0.459124,20.2723,0.0239424,94.8655,0.372627,-3.04813,16.3403,0.0391375,62.1948,2.46508,-1.72744,4.44983e-05
34.8896,24.2507,14.6275,19.6868,0.81458,-1.65452,-2.6497,1.54711,-0.683119,0.0450186,-0.0196297,-1.33953,73.8264,-1.16889,-1.17976,12.0883,0.985499,62.7829,0.813578,2.14721,9.45088,0.0352124,54.1486,0.162834,-0.925153,6.52823e-05
90.3698,25.9623,33.8003,37.3938,-0.229711,1.57522,0.635467,0.156688,1.02516,0.268818,0.956758,0.86114,164.293,0.96963,1.95314,20.8733,0.999341,129.997,0.839804,-2.11268,13.9951,0.0871639,30.9986,0.890133,1.40975,5.1272e-05
16.6946,38.9721,13.23,10.8331,-2.89935,1.46084,1.2593,-0.649333,-0.366986,2.1076,0.340219,2.10452,81.9189,0.2733,-2.00649,16.5637,0.989507,48.6959,0.768611,2.67356,5.08097,0.996473,12.4027,2.97822,0.384465,5.36415e-05
40.9148,81.2205,40.0388,29.7185,-1.6557,-1.67137,-2.11979,-1.37057,-0.445244,0.958533,0.930288,0.650149,201.781,0.0877845,1.91267,15.2849,0.972145,167.696,0.607854,-0.722653,13.5324,0.0599264,29.8453,0.649589,1.06562,5.57429e-05
30.48,40.529,23.1335,25.014,2.49701,-2.34396,2.31109,0.897515,1.13906,-0.36817,0.453161,0.669705,69.2669,-2.01669,-1.66253,16.0322,0.0627228,58.7557,0.979116,-0.818998,9.13762,0.997647,8.58771,2.44964,0.254504,5.70259e-05
21.2364,110.367,29.7139,20.544,1.449,-2.91814,2.65051,-2.70385,2.21954,1.5792,0.98904,1.24876,162.867,0.161725,-0.147059,21.3427,0.0206575,88.6119,-0.376586,-0.472937,11.7473,-2,28.5031,-2.204,0.213638,2.52274e-05
37.5793,63.1406,15.839,26.463,1.80765,-2.85958,2.01559,-2.94159,-2.44169,-1.23171,-1.40892,-2.14597,52.6208,-1.5927,-1.23151,8.63311,0.336296,44.7305,0.0494922,-2.28057,8.32399,0.656307,28.3049,0.840384,-0.517182,6.48952e-05
69.7346,152.563,53.0113,20.7929,-0.365629,-1.10974,-0.622563,-1.01371,-0.215344,0.257401,0.421143,-0.456182,163.035,-0.37018,0.465453,9.3568,0.0728829,147.763,-1.55829,-2.79282,10.7785,0.953465,73.9153,2.77775,-1.05754,7.55573e-05
89.9739,125.863,9.31471,148.345,-2.6719,-3.04042,-2.67446,-2.86009,2.26369,1.56845,2.46153,1.82132,101.343,1.02817,0.28075,15.8918,0.394374,54.4695,1.02653,-2.24173,7.08444,0.996622,176.804,1.0076,0.512217,5.88186e-05
19.1337,80.6348,12.9645,8.49767,2.24995,1.52403,2.37406,-1.75784,-1.61822,0.188604,0.0839279,-1.40461,184.169,0.536241,-1.79092,17.5847,0.998818,87.0314,-0.505706,1.55976,11.742,0.358934,51.4876,-1.00634,0.528084,6.53635e-05
30.8219,70.3979,52.254,13.8763,0.922671,-1.35392,-0.564262,-0.76284,0.452818,-0.0192332,0.159439,0.703624,86.0139,0.552876,2.31028,11.2882,0.960136,58.9704,0.655833,1.33806,7.82954,0.999075,20.4275,-1.47287,0.93708,5.61063e-05
18.8132,150.214,5.77544,21.1537,1.81155,-2.36258,0.310108,-1.73468,-0.825428,-1.2421,-0.900375,-0.752385,67.3363,0.746232,2.9626,12.7759,0.699783,59.6787,-1.72644,0.187428,14.308,0.0299389,51.8597,0.786151,-0.417653,4.53275e-05
123.727,88.7859,104.87,32.5742,-1.01141,-0.892749,-0.954212,-0.380126,-0.915789,-0.149256,-0.52374,-0.754121,101.949,-1.39805,1.81215,11.6571,0.990646,83.1073,-0.546975,-1.79295,11.1353,0.999423,85.4804,1.98498,-2.05098,5.93329e-05
36.8942,41.1829,8.21726,43.9199,0.580443,2.32877,-2.97919,-0.25207,-0.681351,-0.62247,0.0461822,-1.43146,149.784,-0.656244,-2.95799,22.0952,0.997552,55.5691,0.33795,-1.93071,9.84882,-2,18.2169,0.254196,-1.81421,6.00027e-05
76.792,36.636,19.0732,47.7599,2.56568,1.39179,2.97973,1.9814,1.14114,-0.123632,0.739397,0.800842,66.8776,-0.621907,-1.84549,7.51486,0.555989,38.5543,-1.00858,-0.213726,6.7444,0.161201,38.8723,-2.03564,1.16665,6.41703e-05
32.3172,61.0174,26.5078,16.0468,0.605039,-2.1335,-2.41467,-1.08968,-0.0912914,0.417845,-0.167048,0.583457,84.2231,-0.968044,-0.290976,9.11965,0.964966,54.6164,1.0338,-2.66742,9.0443,0.0117305,21.3163,0.157049,-1.9886,5.48356e-05
86.3018,25.15,15.2996,37.3031,-2.80251,-0.616861,-1.56837,-1.93385,-0.197505,-0.871042,0.24549,-0.456018,42.8926,0.350185,1.71268,6.41215,0.994703,40.2094,-0.908851,-2.94496,5.18197,0.0274296,148.265,0.264605,0.312292,5.45151e-05
24.3877,48.6353,9.07704,21.7796,2.8209,-1.29196,1.08042,-0.886538,0.861505,-0.895347,-0.8121,-0.670451,123.24,0.711249,1.16396,12.1645,0.0682606,53.5157,-0.0630861,-2.9749,8.24066,0.984483,45.2048,-2.1771,1.13328,4.28949e-05
21.2685,73.7333,8.74926,37.4022,-0.911577,1.15857,1.94162,0.482827,-1.48166,-0.466047,-0.746587,-1.5579,98.6379,1.05575,-2.03282,15.8464,0.874922,61.5613,-1.06557,1.35952,9.82139,0.0315872,24.8777,0.222215,2.17022,4.23241e-05
554.342,11.3881,8.58264,156.075,-0.3377,-1.31019,-0.239521,-0.460477,0.0390547,-0.486471,0.831581,0.0982587,81.3703,-0.840012,3.10085,9.63074,0.0403968,64.4593,0.96564,2.18009,11.9346,0.915742,86.7131,2.97479,0.453177,4.87552e-05
148.704,94.7525,46.2522,43.1439,-0.477685,-0.0113717,-0.143491,0.336237,-0.615112,-1.15642,-0.895565,-0.806351,56.7602,-0.265315,-2.59876,8.68074,0.679541,40.1666,-0.343064,2.7075,7.63172,0.015576,83.4268,3.08939,0.172423,5.54565e-05
66.8416,36.4893,11.7756,15.168,-1.81512,2.40243,-2.03299,-2.03611,0.665941,0.797699,1.77873,-0.403701,105.807,0.181479,-0.995186,16.5055,0.0488938,47.8522,-0.38388,-2.79519,7.75755,0.763579,96.0657,1.36838,1.74456,5.67778e-05
16.3862,67.267,35.1648,7.52978,2.26152,0.563383,1.00156,2.08045,-1.37396,0.772776,-0.0901421,-0.0545767,104.996,1.69264,-0.850802,10.9353,0.0280455,81.2878,-2.80641,-2.92096,7.35467,-2,73.6422,-2.77284,-1.45536,7.20074e-05
39.8889,34.816,28.2806,40.5786,-1.77222,-1.8104,-2.07288,-2.81908,-0.221184,1.7859,0.548016,0.689332,275.077,0.0659909,1.36881,23.2945,0.0681871,214.774,0.241625,-1.40868,14.5398,0.997417,27.3645,1.96608,-0.782328,6.1106e-05
19.426,42.0489,33.4622,27.5567,-2.86483,2.58882,1.4371,2.17049,-0.146355,1.62065,1.36667,0.288493,167.349,2.25573,-1.62731,19.9355,0.526358,151.75,-0.999568,1.48297,17.5548,0.0156141,152.111,-0.715275,0.69893,6.07029e-05
155.703,5.866,48.1118,45.9162,2.93354,-0.414481,2.39469,2.26141,0.28687,-0.201357,-0.35316,0.00666178,185.507,1.26762,-1.58275,27.0051,0.0656045,133.591,-1.24418,-0.937113,13.4909,0.737875,119.441,-1.44183,-1.95569,5.67237e-05
68.6329,71.6678,5.89161,18.1447,1.15814,2.25568,-3.01252,-2.12785,0.293887,0.281538,1.22245,0.340197,91.8032,0.662355,-1.40982,14.4951,0.0134818,50.0468,1.62251,-0.0245409,9.66025,0.939871,119.134,3.04572,0.846191,8.4853e-06
27.4408,67.5441,18.1185,16.338,1.51899,0.247023,-1.98308,-2.81293,1.69669,0.71198,1.64846,0.852588,132.012,0.563382,2.74126,12.8058,0.998857,117.173,0.890205,-0.445621,21.8204,0.997199,62.9745,-1.57143,0.33194,5.35191e-05
24.762,50.0134,15.7558,14.6337,0.840793,-2.47669,1.41309,2.01228,1.22727,-0.187437,0.287095,-0.278143,74.3378,0.986645,-0.928689,17.4189,0.679889,61.9906,0.913968,2.65847,10.6332,0.998969,34.6552,0.205128,1.88625,3.47564e-05
265.62,81.9396,33.0157,122.299,-2.59117,-2.67762,-2.74466,-2.43668,-0.810401,-0.202417,-0.972536,-0.588046,226.335,-0.143022,-0.0433549,18.6914,0.0124915,150.827,0.113126,0.532009,13.9275,0.446783,119.492,2.00722,-1.27169,5.61775e-05
11.5594,74.8256,23.818,41.5636,-1.90588,1.37748,2.2998,1.92787,0.358989,0.116682,0.176958,0.964315,66.1832,2.82468,3.07376,10.0675,0.63865,38.9292,1.36879,-0.127222,8.14474,0.0249596,24.3694,2.79866,1.41438,5.31963e-05
65.9393,198.86,90.3328,44.0702,-0.483121,-0.516793,-0.319138,-0.703922,1.09995,0.322148,0.442305,0.268571,227.969,0.273027,2.72842,17.6457,0.185006,122.886,-2.62651,0.928852,14.4867,0.24388,10.7007,-1.97471,0.530855,5.58239e-05
25.4308,81.1466,6.6833,27.7272,-2.64279,0.177686,2.33066,0.817143,-0.852619,-0.66853,-0.815656,0.00107028,89.286,1.40122,-2.86817,14.7498,0.963631,-999,-999,-999,-999,-999,17.4633,-1.26066,1.93279,8.47916e-05
84.0168,37.0568,40.7871,26.4761,2.95531,1.71224,2.44032,2.44293,-0.324092,0.0510855,0.143485,-1.33464,63.9463,-0.101997,0.429577,11.7667,0.996434,58.8015,-0.789898,-0.803213,9.96205,0.998627,9.51986,0.956155,-1.25556,5.10812e-05
72.0873,25.3511,16.2603,16.3153,-3.0144,-0.226458,2.58308,0.991707,0.685679,-0.0845602,0.524608,0.12597,56.4807,-0.991337,2.77236,6.49659,0.990344,55.1377,0.94923,0.800435,6.78665,0.185349,38.962,-0.847328,0.764148,3.48443e-05
109.057,22.8118,23.5999,70.0842,-2.50845,-1.32626,-1.08889,-2.60461,0.757675,-0.00582275,0.523448,0.804439,415.259,-0.638014,0.0512564,66.1936,0.259176,91.1271,-0.201002,-0.029361,10.0324,0.0112034,382.399,2.83777,0.205032,3.77867e-05
140.561,101.927,50.1168,40.7003,-1.14876,-1.91976,-1.29768,-1.83614,0.0104418,0.0778337,-0.211438,-0.201806,189.935,0.356518,0.720287,22.3157,0.647066,165.74,-0.252255,2.9429,17.0668,0.0220217,69.9362,2.02776,-1.00387,5.18642e-05
173.182,100.352,41.7185,65.0544,1.36653,0.775848,1.24864,1.28251,0.661587,0.363408,0.992603,0.378732,252.804,0.651621,-0.925966,21.5792,0.399086,91.7627,0.67574,-2.89913,12.3529,0.99474,98.0468,-2.89241,1.19787,5.7079e-05
56.0761,29.7664,25.8472,40.5074,-1.26594,-0.038953,-2.31794,-1.94138,-0.635212,-1.39748,-0.775176,-1.01324,113.276,0.104004,0.291875,20.1561,0.37034,105.695,-0.271357,2.42375,17.9358,0.998599,74.1048,-2.83295,-0.414518,7.53662e-05
56.3257,23.5021,23.2869,17.9777,2.9849,2.26946,-1.71325,1.60285,-0.953205,0.411808,-0.637011,-1.34615,81.761,0.513404,-2.92017,10.0392,0.999187,67.0051,-0.749582,-0.423728,10.1639,0.0210927,61.1515,-1.11997,-0.971176,5.02621e-05
61.5972,65.1412,7.0176,16.4754,-2.32394,-0.715361,-1.37208,0.0511363,0.563336,0.408267,1.58618,-0.166756,203.884,1.22131,1.52452,22.1839,0.0356741,68.2794,1.44008,-0.798529,9.36488,0.0154845,29.7009,-0.985984,0.688657,4.84845e-05
28.7151,36.2531,19.9729,42.7654,1.79897,-3.11295,2.23511,3.12379,-0.586569,0.791952,-0.623511,0.646743,127.943,0.658177,-0.493357,16.803,0.998414,48.4849,0.485976,2.19133,8.39736,0.106377,18.5925,-1.12187,0.580879,1.74709e-05
15.0307,34.2767,14.7424,9.47885,1.69626,2.76308,1.04671,-0.250667,0.613308,-2.23504,-1.75143,-1.4372,182.489,-1.92922,0.366604,18.926,0.00983171,116.668,-1.0443,0.628691,10.3093,0.461075,102.122,-2.72431,-0.780963,7.89315e-05
33.9207,76.048,22.3783,47.5824,-2.87924,-1.70586,-1.49391,-1.71131,-0.5439,-1.57468,-2.23598,-1.11196,208.102,-0.569941,2.2197,15.0646,0.865101,46.4182,-0.535567,1.60517,8.53513,0.165175,5.88548,1.83269,1.5914,5.76313e-05
28.2714,69.153,8.84875,41.6961,-2.50743,-2.71948,-3.02555,-1.51566,-1.273,0.236084,0.887978,-0.334355,192.509,0.101168,0.59526,10.3323,0.25856,69.2457,0.751428,-2.62249,8.22117,0.997127,63.0217,-0.833259,0.395218,4.6663e-05
36.7238,108.037,36.4448,18.1285,1.277,-0.287076,-0.477534,0.713356,-0.448288,-0.922892,-0.964106,-0.804515,55.8499,-0.146352,-2.56421,9.5652,0.945605,39.9145,-0.541142,2.09378,6.26392,0.172743,63.7636,-2.19061,0.354565,5.22516e-05
49.1056,22.1413,10.4036,25.3817,1.87176,-3.04608,-1.73922,1.86327,0.483027,-0.509557,-1.06513,0.944054,41.2218,1.3083,2.49458,6.34984,0.79856,-999,-999,-999,-999,-999,56.8297,-0.40281,1.48349,5.7331e-05
18.2272,112.671,35.2316,49.7653,2.29456,1.49102,0.828794,2.08968,2.41536,1.11895,1.40437,1.44295,122.821,0.272215,-0.716516,18.0206,0.703315,105.722,0.379518,-1.65785,14.5782,0.573145,31.6429,0.698952,-1.07472,5.6134e-05
80.2441,15.2579,25.1167,39.1526,1.33588,-1.06266,0.212988,0.928264,1.06909,0.621026,0.836241,1.44967,126.287,0.347498,-2.15459,17.094,0.942538,118.122,-2.0674,0.750451,16.2294,0.468957,34.43,-0.400957,1.83667,5.65807e-05
145.353,13.3079,44.7941,23.0145,0.0187512,2.15793,0.0834642,0.618454,-0.924786,-2.19719,-0.697227,-1.51483,182.701,-2.19,-2.76525,19.0908,0.942162,72.7823,-2.76637,-2.20852,10.9552,-2,36.738,-0.30043,-1.30219,5.77433e-05
27.7618,68.6714,36.8407,5.80044,0.192887,1.10121,1.23744,-2.58323,-2.14688,-0.490515,-1.02387,0.0425988,220.894,-0.171343,-0.292691,13.2269,0.672746,183.725,0.12251,3.0655,18.9127,0.982008,32.305,-2.67589,0.666724,5.60402e-05
39.9437,142.439,63.4947,17.921,2.97538,3.08021,2.92001,2.64563,0.990777,-0.144264,-0.165803,0.598479,149.802,1.1156,0.214317,21.1663,0.789366,109.237,-0.271575,0.618659,9.36095,0.292238,99.4945,-1.97324,1.90376,3.92284e-05
78.4816,127.872,37.9089,112.608,2.68145,-2.81758,-2.91563,2.86808,-0.82548,-0.659498,-0.386249,-0.757404,81.3701,-0.637965,-0.107151,11.1388,0.933144,76.0084,-2.53977,0.394002,13.0795,0.0459528,125.425,0.328126,0.177274,7.19318e-05
34.9708,36.6857,17.9245,36.0138,2.14191,2.00442,-2.98466,1.92122,1.27783,-0.819048,-0.153211,0.0692706,35.2191,-0.684035,0.637991,5.64456,0.616971,-999,-999,-999,-999,-999,79.1829,2.22521,-1.36923,5.72896e-05
40.2504,22.6976,9.07568,14.7849,-2.91929,-1.24084,-0.274158,1.28257,0.64288,-0.494723,-1.88731,-0.813444,214.697,-1.88069,0.29767,31.7052,0.972665,47.7896,-1.34154,3.08623,7.11144,0.99958,54.4029,2.56615,-2.11848,5.71321e-05
64.2494,12.0776,40.6962,43.7039,-0.729688,2.17474,-0.784312,0.059601,0.170369,1.19283,1.17393,0.22361,70.5111,-0.669218,-2.59826,11.4848,0.688066,47.0533,-1.21733,-1.72905,6.15158,0.827852,42.8941,1.22831,0.239762,7.4479e-05
78.8128,23.0166,16.3805,16.1178,0.394169,-3.11448,-1.19738,-0.595187,-0.720393,-0.657106,-0.386797,-1.25942,83.8411,-0.178335,-2.36288,8.04829,0.661247,46.7202,-1.81326,-2.45759,8.58227,0.78555,10.6859,1.01371,0.362493,5.62471e-05
50.1473,49.3683,23.4327,7.4222,3.0097,-1.10308,-2.84629,-0.334893,-0.1501,0.236897,-0.716537,0.496605,142.251,-0.0111593,-1.82819,21.6236,0.0214648,77.23,-0.234115,0.226363,8.4259,0.982013,111.828,0.256223,0.718659,5.40047e-05
63.422,12.8131,36.4149,36.7197,0.204741,1.34895,-0.860773,0.267659,0.544955,2.03893,1.32615,0.430185,165.392,0.825077,3.08138,18.8396,0.901033,50.3734,0.998397,-2.0293,8.39274,0.366146,128.404,0.112157,0.77266,2.25302e-05
48.2403,14.4882,46.6869,10.3443,0.622885,-2.17587,-0.179789,1.03972,0.793835,-0.879812,-0.564655,-0.439957,124.473,0.614604,3.1345,17.1083,0.924309,82.6549,0.343886,-0.985769,17.3527,0.981619,110.45,0.0892756,-0.703895,1.16697e-05
116.999,23.8967,15.0922,9.88746,-0.0115526,1.8766,1.66996,-0.202718,-0.284892,0.176737,0.474423,0.170804,142.841,-0.185725,-2.7279,14.8458,0.503173,45.6431,-0.949382,0.494696,9.5605,0.0397765,20.4657,1.64521,-1.72612,1.98339e-05
70.305,40.2688,34.8023,19.9728,-1.76869,-1.25806,-1.25977,-0.532101,0.99031,2.25707,0.843028,2.01098,113.058,0.378137,2.21521,14.6375,0.951976,91.3948,0.847517,0.355709,11.3805,0.0184767,101.717,2.96658,0.289573,4.13942e-05
79.2491,33.2635,12.3949,51.8148,-2.69939,1.82912,2.46799,3.02693,-1.09827,-0.237209,-0.9701,-0.431214,59.3057,0.0887442,-1.89625,10.842,0.992246,38.9266,0.0161285,-0.19266,4.78086,0.00905059,121.868,0.695324,-0.657434,6.4911e-05
21.9802,48.2004,13.623,28.5969,0.161246,-2.24541,-1.06645,0.830765,0.425154,1.65771,1.184,1.16464,100.821,-0.00416965,1.55406,12.126,0.972567,98.6289,0.441391,2.72875,12.5529,0.0125774,12.8104,-0.623185,1.28724,7.04128e-05
57.6088,62.6503,5.97386,13.706,-1.47146,-1.39444,-2.97716,-1.23906,-0.0992824,-1.5088,0.770163,0.0515272,54.4916,4.62289,2.68994,10.2596,-2,42.8899,-2.79535,1.16228,9.32514,-2,88.8546,0.919592,-1.61507,7.33682e-05
133.23,40.7488,39.8566,43.3088,0.0924318,0.241347,-0.194337,-0.573628,0.24072,-0.614475,0.144278,0.53304,109.539,-0.567217,-3.01014,20.7072,0.575363,58.3636,0.767533,2.95469,5.48877,0.140521,49.5015,2.90183,1.40291,6.88316e-05
16.6733,143.163,30.6504,57.8125,-3.00909,-1.62924,-2.44652,-1.88742,0.63078,-0.558651,-0.229795,-0.44994,168.209,0.115398,1.4561,14.6168,0.999008,106.244,3.5304,0.106411,14.5895,-2,49.9626,1.94742,0.940155,5.12551e-05
16.8415,112.809,36.3715,42.0932,1.36341,2.21477,2.62607,1.40245,-0.67957,-2.01585,-1.68799,-1.42239,126.368,-2.06121,-2.00143,17.4407,0.0303975,75.4668,-2.09146,1.52151,12.3669,0.0527281,91.2082,0.339432,-1.29228,5.60182e-05
54.8524,70.7194,10.2053,24.2222,-1.55261,-2.63329,-0.0452716,-2.57394,1.45171,0.811258,0.309859,2.14673,168.438,0.296135,1.11801,18.8168,0.468412,113.199,3.29055,-0.443787,18.8172,-2,18.9978,-2.11663,-0.317443,4.9991e-05
19.5757,45.9461,19.7736,27.1538,2.66604,0.800551,-0.492943,-1.27563,-0.675564,-1.59624,-1.62227,-1.1767,179.375,-1.74276,-2.14859,19.806,0.994868,41.4755,-0.647796,-0.7519,7.69852,0.0188886,47.5811,-1.44142,-0.998381,1.76954e-05
40.5937,39.3258,12.8727,33.3977,-1.16999,-0.44758,1.77581,0.0219893,-0.0244437,-1.39443,-1.20621,0.0124111,125.251,-0.110871,-0.565312,17.0077,0.5138,101.151,1.15002,2.9446,13.6574,0.911977,12.2085,-1.8657,1.43901,5.72483e-05
113.746,63.834,27.1964,64.9592,2.62922,3.08763,-2.72911,2.36817,1.22424,0.665897,1.29916,1.40381,249.95,1.14706,-0.868933,24.6157,0.0691125,68.7825,1.33598,1.64384,12.2881,0.577527,35.4721,-2.75476,0.841841,5.15147e-05
136.901,132.439,22.2758,51.5319,2.33372,2.40995,2.18268,2.64609,0.386065,-0.275459,0.148063,-0.423862,269.051,0.907491,-1.16354,58.7142,0.673088,141.396,-1.44871,1.01341,21.3213,0.0313239,28.9952,-0.640672,1.62151,5.16512e-05
111.249,27.9565,5.08947,36.5173,0.484414,2.36926,1.96525,1.26923,-1.25245,-1.33593,0.426561,-1.46381,245.416,0.321266,-1.99422,27.5425,0.978223,69.4257,-0.113088,-1.37444,10.7774,0.0202459,11.9683,-0.394583,-1.72994,5.46446e-05
