JetPt1, JetEta1, JetPhi1, JetMass1, JetBTagger1, JetPt2, JetEta2, JetPhi2, JetMass2, JetBTagger2, JetPt3, JetEta3, JetPhi3, JetMass3, JetBTagger3, JetPt4, JetEta4, JetPhi4, JetMass4, JetBTagger4, ZZPt, ZZPhi, ZZEta, ZZMass, weight
128.442,-0.520224,0.732407,17.4688,0.998856,101.394,0.22508,-2.85026,12.6285,0.0178319,47.8556,-0.320538,1.74847,10.3354,0.517534,33.2253,-0.102103,-0.0520744,5.61443,0.414718,59.7262,-2.75087,0.0191842,105.965,1.98878e-05
74.5586,0.920381,-1.54257,9.55732,0.47644,66.1362,2.25863,0.73304,9.848,0.922831,50.1066,1.83381,2.41808,8.36268,0.0320993,46.0652,1.11224,-3.0403,8.82092,0.0651325,41.1972,0.968682,1.23142,123.5,6.11669e-05
107.924,-0.22469,-3.01405,15.5741,0.0125566,97.1814,-0.398171,2.42176,11.8829,0.402872,72.225,-0.545059,-1.33222,13.2939,0.882035,69.1953,-0.17716,0.577943,9.23293,0.022743,59.8858,0.16967,-1.57559,124.697,5.47947e-05
91.4561,0.0140464,-3.10479,14.1183,0.260967,90.6952,-0.45618,-0.952052,17.8977,0.508733,71.6108,0.464869,0.396176,14.2222,0.0244884,46.7712,-1.75292,2.74731,9.30955,0.200599,73.8775,2.28304,-0.497726,125.207,4.81576e-05
282.526,0.88349,-0.134796,23.8703,0.141302,155.003,2.26051,-0.885517,17.1068,0.576936,38.9526,1.66039,-1.17113,7.67142,0.0987406,36.0463,0.540887,0.572477,7.85596,0.536015,478.116,2.65412,0.821979,126.488,5.16092e-05
90.7569,0.196555,2.63414,10.5646,0.659991,84.4876,-0.893586,-1.50902,13.2017,0.0257812,77.217,-0.332556,-2.35264,12.0468,0.0622981,58.7363,1.25786,1.98115,10.9218,0.013776,86.6169,-0.207716,1.19258,124.433,7.46709e-05
173.703,0.34557,-1.78839,15.0701,0.234021,152.583,-0.116241,-2.05149,17.7887,0.0183232,150.462,-0.479603,-2.41278,19.5547,0.9955,98.6014,0.383293,1.82215,14.5615,0.423881,179.784,1.01007,-0.216859,125.578,5.19142e-05
288.923,0.522878,-1.70757,38.4728,0.986318,159.671,1.25826,1.64615,15.8213,0.0367718,118.332,0.910113,-2.42382,14.5983,0.00726748,78.9426,0.615383,1.72862,13.1459,0.0172919,216.845,0.954954,2.2877,124.074,3.13897e-05
105.474,1.13239,0.216324,11.6142,0.00721934,63.1682,1.54061,1.87251,11.7363,0.959764,51.9515,0.96826,0.836862,6.60941,0.0424477,38.6246,1.04577,-1.84087,7.07207,0.461212,257.437,-2.5128,1.68027,124.039,7.15401e-05
121.815,1.58468,-1.26722,21.5703,0.565736,83.7543,2.43152,2.06258,11.0558,0.090526,56.1673,-0.720226,-0.381444,8.98613,0.0113812,53.8484,1.65565,-0.749979,9.27797,0.0253402,145.376,2.17313,1.39889,127.24,5.46816e-05
124.191,0.653873,-1.38945,20.1584,0.999176,71.4978,1.21969,-0.500526,8.52525,0.0265727,44.9986,0.975454,2.22407,8.75748,0.0238967,33.4634,1.63092,1.74624,5.12809,0.998341,48.047,-0.696421,-0.681829,125.376,5.32364e-05
149.042,-1.07149,0.698231,14.5712,0.0115423,97.7378,-0.700372,-0.0647588,12.4109,0.114224,54.8568,-1.12185,-0.884195,9.9674,0.0136534,46.7533,-0.0883047,-0.276379,4.96792,0.987976,269.158,-2.86999,-1.25777,123.437,5.24272e-05
142.041,0.937874,-2.2861,18.7975,0.0237342,132.511,0.916545,1.22961,13.0483,0.0186193,94.9143,0.768579,0.180998,12.3007,0.99619,64.1189,0.0275815,-1.33006,9.0092,0.999072,31.114,-2.48977,0.611602,125.165,5.11873e-05
166.021,0.828701,-0.766458,19.3935,0.016199,157.139,-1.21394,-0.651201,22.1492,0.0699539,135.224,1.06673,-0.213744,15.9133,0.0364391,54.5215,0.757002,0.577778,10.6386,0.102316,476.175,2.61156,0.162544,124.871,5.27806e-05
79.5116,-0.84958,2.43914,8.43661,0.94922,60.8561,-1.04673,1.63695,10.4996,0.996036,55.7754,-0.983545,-0.0387137,10.7092,0.0252611,36.8214,-0.217009,1.23505,5.76562,0.0287474,102.636,-1.88118,-1.03875,119.705,4.71853e-05
84.8528,-0.0627142,0.96918,9.2206,0.908028,78.2003,-0.27767,-2.08116,13.999,0.0331368,76.9898,0.456005,-1.44697,7.42265,0.0258418,62.442,-1.35006,1.31199,11.9626,0.23505,30.338,-1.92058,-1.55489,126.166,6.42863e-05
218.863,-0.625193,2.00083,24.8822,0.325768,136.592,-0.9998,-1.41515,14.9208,0.989371,107.605,0.121978,1.80676,11.2416,0.0272653,69.57,-0.462697,1.09264,9.69515,0.0140852,115.805,-0.565585,0.828193,123.222,2.61371e-05
244.149,-1.82225,0.144238,40.4615,0.946276,56.2114,-0.76715,-1.41599,7.93756,0.0122447,52.7553,0.151356,-2.18975,7.5655,0.0527253,40.8091,-2.30286,-0.0966093,9.88056,0.260112,252.741,2.81889,-0.135708,124.195,4.18879e-05
549.091,-0.0287189,-0.963784,82.4995,0.491813,129.692,-0.256616,1.23044,20.3407,0.0215544,84.2571,1.19841,1.75192,17.7835,0.0280956,39.733,-0.897422,-1.33816,7.34139,0.021858,398.947,2.65239,-0.378452,127.739,1.08719e-05
163.793,-0.13277,0.023281,16.2648,0.0763834,111.096,-0.0671464,-0.733836,11.3575,0.011714,94.598,0.0816812,2.22096,10.6405,0.779832,45.1418,-0.513804,-1.73285,6.23665,0.0279782,58.6532,-2.43653,-1.71047,124.08,5.14176e-05
110.968,0.0517019,-0.758699,14.5429,0.94423,73.126,0.378382,1.56848,11.5886,0.022714,48.454,1.45843,-1.12755,8.15492,0.191839,48.4522,-0.445424,0.297419,9.56693,0.0309437,83.3046,2.40981,0.373408,125.43,3.9485e-05
137.067,3.25437,0.280883,18.2173,-2,106.253,0.562578,-1.37867,13.1579,0.987362,69.811,0.588803,2.60122,12.9425,0.0369095,41.1323,-0.68024,-0.854689,7.15337,0.0274034,98.8144,1.43333,0.365082,124.613,5.56807e-05
133.658,3.07933,-0.321738,20.7532,-2,118.478,-0.271368,2.40727,16.1909,0.0161679,55.9983,0.999893,-1.03784,12.6073,0.571103,48.9343,-2.51856,1.02226,13.3567,0.124419,78.3491,-2.51105,-1.153,124.166,9.50625e-06
113.226,0.145013,0.147591,15.6695,0.164075,94.3905,-0.228694,-1.18851,12.9867,0.966782,91.1535,-0.712845,2.93591,17.6392,0.0189795,86.9118,-0.542746,2.48225,16.5177,0.352624,57.7324,1.21014,-0.455279,124.991,5.23313e-05
184.95,0.728915,0.819418,23.135,0.0189335,183.474,0.483234,-3.12427,17.844,0.984071,49.6193,0.812498,-2.54383,7.40058,0.0176026,43.9616,0.944636,1.32772,8.59248,0.194664,248.646,-1.01125,0.697969,124.208,5.67656e-05
260.638,2.56484,-0.0613825,13.8629,0.0705144,99.8738,-0.473764,-1.99463,18.507,0.968776,88.8749,-1.60679,1.28914,9.66912,0.0120296,82.2175,-0.829927,1.81971,7.521,0.00806767,79.8481,-2.42149,-1.6034,129.804,7.12261e-05
411.287,0.17077,-3.03205,90.0523,0.540742,129.062,-0.529442,-1.02772,15.289,0.997413,111.177,-0.116434,-2.36258,12.2944,0.0291034,73.4237,-0.0490247,0.197857,9.96982,0.0142937,287.844,0.782361,-1.06746,118.725,1.65442e-05
119.414,0.42884,-2.25774,22.6137,0.690518,84.5883,-2.74396,0.223039,7.08209,0.0585451,57.4134,-0.497668,-1.58223,8.91346,-2,55.1929,-1.12019,1.1575,5.18313,0.0265665,152.165,2.6608,-0.0929068,135.402,5.73762e-05
90.815,-0.963403,1.54646,13.3538,0.0244823,76.6862,0.137232,0.670707,11.9396,0.9105,55.4692,-2.04508,2.15538,6.97229,0.0309413,46.7818,-0.949331,-1.6984,7.99423,0.626608,58.377,-2.29004,-1.27468,129.933,4.15469e-05
210.517,-0.900796,-0.76057,17.6281,0.0238348,159.574,-0.00665644,-0.731833,17.8511,0.993738,154.907,0.970243,1.64261,18.948,0.260472,147.449,-1.7557,2.63986,26.427,0.0279946,92.131,-2.91963,0.371727,125.623,4.93816e-05
209.081,2.34854,-2.84686,20.2127,0.0475987,141.345,0.185744,2.5545,23.0065,0.988504,63.5369,1.06509,1.38109,11.8157,0.726607,40.9983,-2.61912,0.634218,11.0481,0.226016,130.921,-1.05005,-0.225717,122.868,4.04033e-05
156.236,0.553229,-2.23196,15.1897,0.969478,145.828,-0.620698,2.34645,22.215,0.0681396,83.3501,-0.0387353,0.659595,9.11219,0.425244,65.3833,1.35376,-0.186077,10.6515,0.0184457,76.3392,-1.59806,0.471826,137.103,3.23792e-05
212.267,2.1738,-2.4457,24.9182,0.0255289,131.46,0.173022,0.460044,19.1011,0.106559,75.2619,-0.396383,0.693001,8.5961,0.804426,73.8461,0.870967,0.885251,9.98216,0.14263,113.06,-2.81631,1.85671,121.811,1.3123e-05
143.197,-0.0885805,-1.3001,12.0566,0.569459,87.339,-4.32767,2.31474,13.6162,-2,44.7955,0.525806,-1.20658,5.97089,0.107051,37.6935,1.32576,1.84027,5.70796,0.23256,15.9128,1.41417,0.806805,124.993,6.97219e-05
217.192,0.597616,-2.39692,23.5788,0.897752,127.152,-0.134071,1.77799,19.6958,0.129719,86.3894,-0.214116,0.247693,10.41,0.788788,69.0057,-0.570761,0.863966,16.9585,0.143634,54.2357,-0.684107,-1.42127,126.625,4.17117e-05
166.085,-0.698394,-2.07689,14.5915,0.0222612,81.6363,-0.643883,0.31407,12.3464,0.988261,54.8728,0.196386,-3.01849,8.23845,0.972729,42.5468,0.739646,2.27578,6.32665,0.0237916,62.5744,-1.73043,1.29677,125.779,5.95816e-05
178.734,-0.0657816,-2.61914,19.0734,0.800347,155.915,0.405621,-2.4671,14.6805,0.0243439,155.629,1.38511,0.448124,16.913,0.1607,139.647,-0.663789,0.235464,13.7131,0.0193164,81.6082,2.26942,-1.14148,123.614,6.05481e-05
203.416,-0.642115,2.06091,19.673,0.583386,100.297,-1.98919,1.72993,15.0869,0.0272489,68.0689,1.46081,0.275301,12.8502,0.0877326,67.0641,1.07705,1.56593,8.91123,0.150454,386.92,-1.67639,-0.0407617,127.581,5.76316e-05
133.914,0.19405,-1.68234,16.7639,0.158263,126.592,1.04303,1.81798,21.2327,0.0174203,113.235,0.978958,-2.06116,15.1261,0.0308406,62.3836,1.20453,2.52839,9.17104,0.865843,153.867,0.246191,0.799788,124.272,6.35883e-05
294.505,0.114949,-0.661604,58.5972,0.206728,271.157,0.283129,2.42813,24.588,0.0559437,203.882,-0.471121,-1.00507,22.157,0.0416936,68.3387,-0.725982,2.34444,10.121,0.754646,271.206,2.53947,1.35276,125.735,5.64435e-05
195.108,-1.60297,-2.50633,18.5211,0.825108,153.384,0.81901,0.756855,15.5624,0.713436,79.0691,-1.98678,1.75933,12.849,0.0163993,76.4626,-2.511,-1.40037,13.2742,0.189949,245.271,-2.43006,0.0845422,125.746,4.58672e-05
91.5803,-0.292178,0.575781,10.36,0.547063,43.4676,-1.20346,2.45765,7.86581,0.0333003,42.6847,1.19308,-1.76019,6.5389,0.0129454,35.2443,3.51701,2.1896,6.21772,-2,71.281,-1.26648,-0.887679,125.828,5.77301e-05
222.751,1.92391,-1.78587,18.528,0.222523,195.141,-0.37376,1.50596,40.227,0.854123,75.1705,1.24281,-1.76554,12.6669,0.0199429,68.0993,-1.70151,0.771331,7.41848,0.0319605,23.1715,1.24239,-1.94316,123.826,7.69226e-05
97.5394,-0.166827,-1.53104,12.2886,0.957776,61.2731,0.727194,1.0327,7.56322,0.972977,51.445,-0.648974,1.05476,8.73841,0.0254372,38.4123,-0.877357,2.55086,7.01672,0.382047,65.5253,2.41345,-0.70717,126.892,5.80184e-05
117.116,-0.942591,0.163764,14.9069,0.99936,90.8791,2.20799,-3.05653,10.5227,0.0257474,83.0373,0.238981,0.750947,8.24162,0.0194251,76.239,1.49704,-1.08001,10.4937,0.0432945,65.8559,2.83019,1.39878,121.686,7.61058e-05
92.8167,1.28292,0.552759,9.31971,0.00969281,76.2708,0.060117,1.08754,15.2894,0.165275,42.492,0.0423663,-1.59563,6.44813,0.0208971,34.8552,1.9983,-2.0825,6.18604,0.970672,55.3785,-2.41875,-1.89626,123.821,6.55175e-05
170.38,-0.292136,-2.0032,26.0307,0.998998,90.7302,-1.19494,2.8418,9.48278,0.0141741,83.5959,-0.580772,-1.53044,9.64909,0.999133,47.191,-0.0652749,0.866385,5.21219,0.169996,104.062,-0.113844,-0.742386,130.494,4.76052e-05
168.109,0.176098,2.01168,23.1306,0.103866,155.828,-0.980601,-1.70098,21.9206,0.988737,85.3476,-0.372687,2.76007,12.8578,0.0373398,49.0041,2.62824,0.572743,14.3216,0.0950931,27.6131,0.3855,-2.92607,125.76,4.64502e-05
116.055,2.03584,2.6232,11.9865,0.805267,98.3804,0.273968,-1.20975,13.032,0.0369162,61.205,-0.726756,-1.52143,12.9377,0.0193598,42.3328,-0.184392,-1.43025,6.64878,0.0236901,58.6904,0.0117381,1.37147,130.925,5.49642e-05
188.957,0.494751,1.54888,20.6826,0.99923,186.445,0.533064,-1.39257,26.802,0.163689,124.269,1.24896,-1.70587,18.8901,0.164193,122.586,1.07805,2.25795,20.4089,0.0748388,42.1065,-0.557556,-0.419628,125.7,2.32301e-05
129.688,-0.655194,0.773488,12.6361,0.283896,109.928,-0.126905,1.13178,12.4912,0.040384,50.6382,0.328205,-0.626569,10.4096,0.0506158,42.6025,-0.282043,-0.827059,6.81425,0.994756,86.5115,-2.08969,-1.64314,126.641,7.37979e-05
146.688,1.70825,2.6166,16.0595,0.974531,81.3246,0.348839,-2.77729,9.56867,0.978846,74.0365,1.90281,-3.11013,9.94726,0.459516,63.4411,1.3035,2.42716,10.1171,0.338204,299.998,-0.0868328,1.16315,124.516,5.45517e-05
228.701,0.0434717,-2.63774,27.1503,0.0184217,216.984,0.227238,0.325358,20.6957,0.430595,78.4364,0.308689,2.97718,14.3718,0.146421,59.352,0.214771,1.55566,9.46154,0.0140417,103.097,-0.0768262,-1.03467,122.287,5.83129e-05
148.485,-0.568338,-3.10727,16.6482,0.0112938,93.8082,1.33354,-0.793783,11.4941,0.494177,79.4696,0.000445505,-0.595605,9.67793,0.0136146,47.0416,0.621976,-1.91703,8.80518,0.039545,170.834,1.22915,-0.633176,125.664,4.89755e-05
137.053,1.4405,-1.33625,15.9553,0.0172673,100.283,1.81129,2.83885,14.9798,0.0389635,83.5045,1.93922,-2.65989,13.3701,0.997033,72.2624,1.03333,-1.62825,10.4162,0.0276126,241.468,1.4514,1.41081,124.996,6.16705e-05
295.641,1.22532,2.99327,27.7883,0.845691,229.418,2.3284,-0.496082,20.4562,0.183942,95.8808,1.4802,2.20679,12.8406,0.0173744,56.1141,1.80333,-0.724717,7.0576,0.149545,108.805,0.173776,2.01664,116.753,5.1075e-05
135.703,0.151729,1.57334,16.8775,0.98502,84.9472,-0.470492,-0.847515,10.7469,0.0739076,66.7735,0.876795,2.91929,11.6762,0.0229074,60.3064,-0.204396,-1.58225,9.24432,0.0315348,52.884,-0.49463,2.3946,121.016,5.34328e-05
95.3753,0.171915,-2.72997,6.31877,0.0431261,74.3188,-2.0295,0.125387,12.1329,0.0215302,72.7412,-0.227766,2.89607,11.588,0.0112679,71.8068,-0.792049,2.49516,13.4555,0.992709,104.086,-1.66887,-1.63941,126.679,6.27947e-05
172.93,1.95025,0.331246,24.036,0.17106,143.544,1.10448,1.66088,28.0519,0.985255,106.42,0.571153,2.917,6.8273,0.146047,51.2031,1.20614,0.0265374,7.28758,0.0175339,193.83,-2.27456,-0.0887226,124.874,6.47672e-05
131.359,0.197344,-1.14805,12.9872,0.682475,73.5126,0.627022,2.63042,10.0068,0.855205,55.6525,-0.652271,0.859047,7.92991,0.0431222,48.8634,0.815049,-0.0160154,8.09112,0.210536,140.684,2.0207,-0.669279,124.62,4.69827e-05
101.956,0.0132993,2.49805,14.686,0.990003,69.3859,-0.770246,1.85269,11.7269,0.0612557,49.3584,-1.91444,-0.0768461,7.66457,0.246439,45.5822,3.1892,-0.251798,8.41394,-2,133.449,-1.02015,-1.92315,130.289,5.89709e-05
241.069,-0.402995,-1.96424,43.7181,0.947026,174.779,-0.278745,-1.47646,20.0234,0.285884,101.803,-0.549512,-2.63959,15.8382,0.998811,71.3115,0.356787,1.85545,7.42353,0.897001,277.018,1.35188,1.13492,123.131,7.66405e-05
113.304,0.995265,-1.26271,17.2435,0.0272558,111.396,1.91796,-1.29846,10.7164,0.87734,71.0056,-0.0655433,2.38831,10.8558,0.0221015,37.713,0.160738,-2.54568,6.77463,0.314679,147.244,1.45773,-0.857689,123.005,9.60558e-05
175.897,-1.37184,-1.91687,27.6924,0.0468064,83.9277,-2.24089,-1.52462,17.0435,0.961205,72.4794,-0.772591,1.28675,12.0367,0.731716,35.9764,-2.25207,1.7873,7.71328,0.224805,33.2969,2.85293,-2.90168,124.73,4.74873e-05
210.324,0.284741,-2.42687,11.6006,-2,84.5666,-1.34197,1.08559,13.8513,0.0300475,76.4959,-3.54849,1.65433,13.1166,-2,56.4377,-0.179366,-0.518665,9.16388,0.989575,102.981,0.0941916,-1.08564,126.162,5.6859e-05
94.5744,1.16468,-1.54683,10.7491,0.0715774,59.8439,0.9971,1.99031,10.64,0.635588,53.7962,-0.684151,2.65281,6.91365,0.930889,51.9681,-0.0432993,0.381191,7.59139,0.0486656,5.52226,-0.053239,-4.08941,126.25,7.29662e-05
120.448,0.881403,-0.118777,11.7611,0.0171155,118.861,-0.4984,1.37197,11.6631,0.671475,55.634,-0.922478,3.02542,5.60762,0.017746,54.9986,1.28674,-0.861279,7.34742,0.0181326,187.557,-3.05073,0.0283202,124.376,5.88166e-05
104.633,1.63753,0.246169,17.2012,0.947789,74.9693,0.632695,2.39768,9.3448,0.570813,67.4878,2.0615,-1.47825,12.3986,0.0475772,37.8536,-1.09945,-0.713911,8.00713,0.0690199,93.4139,-2.97511,0.162823,109.731,4.47522e-05
71.2115,0.804794,1.94339,7.61408,0.971256,55.9114,0.547956,0.11149,8.67457,0.037163,55.8387,0.816117,-2.48405,8.25515,0.0592187,45.5783,0.331165,-1.13726,8.3173,0.998286,67.7102,-2.33384,2.35328,127.639,6.70298e-05
89.2904,-0.30766,1.039,14.0313,0.256504,61.5386,0.0248161,-0.18188,14.5913,0.0532719,37.894,-1.12448,1.12981,8.5162,0.973813,34.0649,2.08852,-2.4063,6.38904,0.0498509,220.698,-1.35692,-0.857733,123.184,1.99596e-05
151.162,-1.54447,-0.912444,21.2876,0.325477,141.65,-1.20005,-2.68992,10.9466,0.998038,123.812,-2.00261,0.770648,10.2844,0.0139406,67.9271,-1.41609,0.147449,8.8555,0.435266,127.392,2.08107,-1.47729,120.023,4.54608e-05
140.958,-0.51204,-2.6579,28.4742,0.169785,137.981,1.59719,-0.168438,14.0851,0.183943,115.221,0.378813,-2.55383,10.7721,0.755774,60.4649,1.48206,0.711475,8.44103,0.0448567,138.843,0.918856,1.59436,122.14,3.26506e-05
593.083,0.112493,1.95719,106.107,0.0769127,185.207,-0.964059,-0.740009,17.5582,0.591806,102.678,-1.08089,-0.0982742,13.2726,0.018832,39.4899,-2.16539,1.34042,8.91199,0.0271216,405.314,-1.61457,-1.50161,126.952,5.06481e-05
222.791,-0.322483,2.77811,18.0894,0.998813,184.763,-0.742561,-0.889108,23.2881,0.0352467,89.6955,-0.482451,1.99945,17.3527,0.021519,78.1809,0.258299,-1.89535,15.6034,0.952393,110.372,0.897772,-1.46521,121.826,5.55794e-05
76.3241,-1.37887,1.57259,10.9077,0.99785,60.9525,-0.094711,1.15203,9.56059,0.989495,58.2405,3.65865,0.235071,9.44856,-2,48.7703,0.0105801,2.85538,6.76005,0.0120056,236.167,-2.10396,0.24141,125.029,7.5505e-05
140.972,0.965867,-0.863733,19.3082,0.0619565,86.0569,0.522386,1.72424,10.1918,0.0165598,47.5005,1.31421,2.5466,8.7403,0.0495998,45.7107,-0.0982273,2.43642,6.66165,0.883329,63.5986,-0.554342,-1.36818,123.706,2.03553e-05
79.8041,-0.684106,-2.70829,13.9296,0.0218588,66.0434,0.817888,1.85415,10.7955,0.0149344,59.4873,-1.56006,-1.9372,10.3252,0.0735488,56.7325,0.113069,2.72957,9.64534,0.042746,86.3759,-0.341885,0.318218,107.845,4.19919e-05
197.864,0.713241,-1.17553,31.8979,0.796219,136.104,3.10069,1.50699,22.3564,-2,135.916,1.26044,-2.78467,16.9158,0.612907,109.753,0.169899,-0.2121,13.5147,0.0835264,104.367,1.50387,1.7219,126.453,4.69544e-05
144.975,-1.16502,-0.163364,18.2673,0.160557,98.3919,0.482377,-2.63551,18.2401,0.19077,95.9485,3.47094,-1.09868,16.8652,-2,74.9276,0.125583,1.34687,16.3466,0.0865876,14.2868,-0.144861,1.09415,124.858,4.47751e-05
84.5945,0.320572,-1.02265,12.959,0.0381978,62.8619,0.0887215,1.48125,8.25148,0.0142886,50.8585,-0.537052,-3.11169,8.89055,0.505133,42.2523,1.01419,2.90582,6.44776,0.33219,73.5663,0.451644,0.300616,118.73,5.75249e-05
403.903,-0.127237,-1.39845,38.6621,0.020508,277.102,0.509193,2.48174,28.5709,0.0524642,129.496,2.67554,1.98656,11.1085,0.0527632,108.068,-0.435565,-0.8969,14.6399,0.978709,128.277,0.278958,-0.371288,125.136,5.30047e-05
91.7583,1.17782,-2.87084,16.1601,0.988693,70.5386,0.0215004,-1.70055,9.20998,0.0216344,67.2556,1.62413,1.06431,9.18028,0.692959,36.2409,0.666469,3.13556,5.23349,0.170954,119.66,0.532962,2.26944,128.776,1.30743e-05
124.712,0.158641,-0.141024,22.0114,0.0183474,78.2184,-0.11533,0.648537,13.1058,0.0261633,66.5556,-0.31629,1.23989,8.526,0.598866,46.6694,0.53709,-1.41503,5.06821,0.0123308,151.778,-2.22609,-0.307827,123.016,7.36131e-05
204.257,0.246731,2.46901,21.1146,0.976527,188.241,0.939417,2.25077,26.6279,0.0762398,41.881,-0.521106,1.35121,8.45873,0.998896,40.4845,-1.91871,-0.317188,8.7824,0.293376,177.328,-2.10788,-0.0536548,113.416,5.23189e-05
359.853,0.104604,0.411842,58.7898,0.188656,191.116,-0.174321,-2.68406,24.6425,0.507261,77.645,-0.458148,-0.0885647,14.1547,0.796545,52.153,0.558888,2.77713,6.18863,0.015358,46.1156,-3.05062,-1.96699,116.446,1.09514e-05
140.039,0.596555,-1.78127,9.82655,0.0403859,116.515,0.413982,0.273936,9.46934,0.993409,44.9002,0.632474,1.94587,7.00053,0.308596,31.3741,1.35055,2.00487,6.7858,0.0586391,18.3905,2.63918,2.18783,124.005,7.54702e-05
195.957,1.82906,-1.9875,17.732,0.986075,134.164,1.17556,-1.76823,23.6527,0.0804494,109.015,-1.48751,0.487722,17.0772,0.760446,79.7902,-1.21608,-0.185249,10.8384,0.0126391,254.488,1.7858,-0.00943786,123.693,7.02367e-05
196.071,0.130919,2.52205,16.8742,0.0210439,141.621,-0.472669,0.147102,15.1681,0.044864,109.898,-0.309953,0.835513,12.4812,0.0262256,72.0905,0.628436,-2.58157,10.6266,0.984742,225.359,-1.83136,-1.12839,125.528,5.81108e-05
81.4597,-0.265706,-2.09024,11.9861,0.157839,74.3447,0.1972,1.76359,8.62326,0.608954,58.6161,0.585943,-0.0806068,8.85654,0.0695396,37.316,0.904971,-2.84314,6.99605,0.0664038,45.4145,-0.953119,-0.424369,120.554,6.2046e-05
148.979,3.13595,1.46615,19.8153,-2,112.857,0.252612,-2.84058,12.0652,0.993052,105.098,-1.59203,0.420681,8.49746,0.143165,55.5422,-0.555801,-0.602774,13.0499,0.0436197,78.8616,-1.14311,0.774245,120.643,5.49017e-05
198.7,-0.274648,-2.55347,23.7539,0.114419,186.646,0.608294,0.793519,15.8765,0.0232004,139.772,-0.242675,1.02694,20.6293,0.901059,82.1399,1.17059,1.23314,13.4779,0.457605,54.2898,-2.142,0.134844,125.31,6.23574e-05
80.367,0.106962,1.05482,14.1646,0.0710907,56.3115,-0.926771,-1.39551,7.48582,0.0649207,53.5166,-2.54087,-0.475003,5.32322,0.106326,37.692,1.23132,-0.172121,6.92471,0.998676,55.1922,-2.21431,-1.55279,126.429,6.68447e-05
92.7347,-0.897868,1.40377,14.5429,0.240055,86.3014,-0.268551,0.360411,12.2654,0.974149,77.035,0.189902,-0.829324,16.0877,0.241374,68.6031,1.11633,0.843551,11.101,0.207546,159.592,-2.49809,-0.344301,125.218,5.78429e-06
130.4,1.65411,-2.427,15.9435,0.661638,102.999,1.0329,0.753795,14.9669,0.99894,61.1977,0.986138,-1.95739,8.45996,0.0240483,57.5239,0.64208,-1.15593,12.3375,0.0546989,85.9994,1.97682,1.18454,122.308,5.8168e-05
157.915,0.934451,-0.357176,15.6971,0.529632,122.87,0.625114,1.9793,12.3186,0.537622,109.301,2.51458,-1.75926,24.1287,0.0223171,98.8208,-2.34345,-1.7046,25.8006,0.49998,218.312,2.03837,-0.568095,123.162,1.61653e-05
165.09,-0.345248,-0.141829,19.9795,0.874211,67.2477,-1.06532,0.16286,9.27296,0.0166574,61.9539,-0.128438,2.47126,10.1827,0.995236,61.5786,-1.42017,2.8518,8.79914,0.0267197,89.2599,-2.81312,-0.683229,125.012,5.60369e-05
174.458,-0.308071,-1.81082,23.0079,0.983101,95.1671,0.239914,0.0901499,13.2353,0.0216859,63.5267,0.823867,3.04313,8.29913,0.488905,44.642,-0.890503,0.434908,7.8608,0.0482549,21.6972,2.23864,1.46669,124.041,6.23118e-05
241.961,-1.07258,-2.83903,24.2981,0.089608,103.194,0.191356,0.783682,13.6258,0.985935,52.9398,-0.814142,2.47265,8.42173,0.0307303,33.9158,0.0820516,-0.943622,3.57521,0.194041,295.109,0.0252179,-0.142876,126.428,5.80809e-05
97.0194,-1.71424,1.75988,12.4227,0.0545036,66.3384,0.176241,-2.24953,12.4496,0.031562,59.6629,-0.477513,1.48756,12.9985,0.979447,53.8674,0.0311466,0.191504,9.11148,0.970199,137.908,-1.85039,-0.449948,123.678,5.66128e-05
76.3783,-1.38137,2.73705,11.9749,0.212513,69.8549,-2.2807,-1.59255,10.3748,0.283893,48.9532,-0.987697,2.21824,8.68947,0.0110202,37.4087,-2.08007,0.29767,8.10551,0.520078,81.1807,-1.02033,-1.29728,125.907,6.13371e-05
169.3,0.210277,-2.55562,19.2963,0.0870987,94.3191,-0.97556,-0.458508,17.5294,0.668234,51.6768,-0.371087,2.13178,7.62432,0.812403,48.2448,-0.0542321,1.02654,8.90847,0.108884,23.8709,3.06877,-2.55923,125.022,5.44639e-05
159.36,-1.01747,-2.45448,21.8825,0.769967,81.7331,-1.05502,3.12725,12.2587,0.021471,51.7482,0.333596,-0.38543,8.02467,0.997193,43.4938,-2.63739,0.112456,10.0123,-2,70.9607,0.823457,0.649952,124.235,1.75583e-05
215.709,-0.751586,-3.04088,15.6767,0.0131472,121.557,-0.962098,-2.51105,11.4948,0.0102102,80.7147,1.15495,0.104311,12.5181,0.755023,71.5125,0.319296,2.17947,10.5792,0.0447631,268.95,0.0122033,0.402023,122.867,5.13967e-05
157.246,-0.683433,-3.00502,17.7851,0.409568,128.814,-1.68188,1.43474,14.1957,0.0826738,69.2092,-0.996452,0.102945,8.20563,0.937455,30.8084,-2.65866,2.38718,9.85609,0.0725884,80.0752,-1.31675,-1.09356,122.833,5.38386e-05
98.9097,0.48681,0.986051,12.0189,0.908267,94.098,2.71681,-2.36298,18.2052,0.137422,45.3606,0.864088,-0.430842,6.79804,0.0542335,44.5018,1.46008,2.70953,5.70296,0.0464105,111.307,0.221498,2.07566,125.981,7.12633e-05
