JetPt1, JetEta1, JetPhi1, JetMass1, JetBTagger1, JetPt2, JetEta2, JetPhi2, JetMass2, JetBTagger2, JetPt3, JetEta3, JetPhi3, JetMass3, JetBTagger3, JetPt4, JetEta4, JetPhi4, JetMass4, JetBTagger4, ZZPt, ZZPhi, ZZEta, ZZMass, weight
199.093,3.31318,1.65988,24.2076,-2,109.297,-1.69477,-1.7949,14.1747,0.0390471,54.3376,2.06486,-0.869978,8.98726,0.997838,53.187,0.902776,-0.109114,8.19949,0.990949,58.8502,-0.95448,0.328996,118.481,1.5732e-05
214.76,0.412689,-3.10774,45.8392,0.934084,117.255,-2.418,-0.146532,19.8105,0.141974,93.4007,-1.75774,-0.780175,14.7293,0.019147,63.3647,0.0429427,1.66218,11.6823,0.546338,63.4874,1.20637,-0.276359,123.777,5.63654e-05
289.084,-0.265358,-1.13635,42.9391,0.13575,287.429,-0.252507,-1.61693,45.9312,0.044275,148.659,-0.250016,0.517798,16.7195,0.0218156,53.4783,-0.720712,-0.136998,11.8721,0.69158,566.716,2.14554,0.162967,124.125,5.34407e-05
198.213,0.236464,-2.46789,28.6525,0.163941,166.041,1.47838,0.53806,17.0696,0.994004,158.676,1.88758,-1.20845,19.7241,0.0823431,110.969,-0.493585,-2.20078,12.7523,0.0175352,307.581,1.46767,0.836487,126.551,5.02953e-05
174.936,-0.403076,2.03376,20.3926,0.922128,77.9309,-0.963688,-2.43994,9.98626,0.99625,44.5936,-2.60658,0.383006,6.91677,-2,37.3219,0.781322,-0.202076,4.7341,0.0204013,132.248,-0.940435,-1.76991,125.531,6.08851e-05
75.0149,1.15576,0.698665,7.94045,0.0165852,47.8714,1.66651,3.00763,7.95467,0.0987649,46.313,-0.424954,1.65012,8.30303,0.867649,39.0232,0.766436,1.91854,5.41868,0.0593454,165.567,-0.86169,0.862482,121.901,5.77568e-05
116.505,0.424713,1.21492,13.0073,0.978836,73.6337,-0.614837,0.387358,8.82319,0.923268,49.0401,-1.3173,-2.55676,8.50455,0.0156595,40.0062,0.910999,2.72198,6.53897,0.0792395,68.444,-1.23831,0.176926,124.237,5.75815e-05
374.655,0.287374,1.59335,30.3146,0.533779,285.425,-0.198257,-1.21811,22.7635,0.617745,168.86,-0.0484921,-0.408616,22.6847,0.0489684,94.0009,0.44963,0.85398,12.7966,0.759255,288.987,2.45081,0.786874,123.974,3.68063e-05
167.139,-0.532166,1.43347,12.222,0.0296324,155.369,0.108604,1.36569,28.0691,0.571379,143.679,-0.275721,1.82486,10.3928,0.216125,136.762,0.222007,0.147307,19.4207,0.0650626,448.38,-1.99784,0.107948,122.7,7.25793e-05
76.473,-0.479249,-0.917553,11.474,0.569671,70.5581,-0.706339,-0.468775,8.20771,0.99501,41.665,-1.60473,3.11795,6.21812,0.0554182,38.8128,-0.327381,1.59009,6.83571,0.032062,72.8471,2.91971,-1.92158,124.706,5.25781e-05
87.0565,-1.33403,-2.38789,12.0317,0.701164,86.8181,-0.660237,-2.98243,9.04291,0.00973206,33.6433,-1.27353,1.96788,7.27868,0.809452,32.4679,-0.422801,1.73421,6.75883,0.0183263,237.33,-0.309192,0.246238,124.204,7.35318e-05
93.5687,1.39526,-1.75533,18.0015,0.0649563,59.1733,0.982031,2.97065,7.01436,0.414639,58.1168,0.228097,-2.37778,11.127,0.0126528,49.9043,1.78827,0.290441,9.36733,0.987994,73.949,0.335411,1.41198,116.075,4.56715e-05
252.167,1.6667,0.5848,34.4541,0.723716,151.993,0.991052,2.61044,16.3943,0.0546065,144.89,1.1903,0.55073,23.9395,0.125101,88.1588,0.584092,-2.95405,7.39583,0.016019,481.502,-2.14853,0.679481,123.215,3.67725e-05
217.078,0.05951,3.02926,23.9386,0.98892,183.789,-0.0943746,-0.375652,14.0686,0.959183,170.947,0.248248,2.23622,13.4799,0.0330416,73.2592,0.922466,-0.918889,13.944,0.103188,77.1553,-0.358717,0.927764,127.822,5.95006e-05
97.3454,-1.53881,-1.07718,13.4545,0.929403,86.9091,-0.939182,1.04215,11.6919,0.827681,81.047,-2.21365,-2.84687,9.94876,0.982278,63.6995,0.315494,-0.392541,12.1499,0.0209144,59.3992,2.64649,-2.17069,124.35,5.08357e-05
217.923,0.261274,0.262175,18.2255,0.0278695,133.742,-1.10784,2.33759,13.6576,0.92722,51.0962,1.18046,0.675067,9.45043,0.993566,35.4233,0.413169,2.1537,6.78571,0.0217014,234.99,-2.23861,-0.808451,120.217,5.9655e-05
265.281,-0.848592,0.0622018,17.6683,0.033483,148.112,-0.474304,-0.207532,14.2009,0.0125451,103.19,0.0892095,-2.70162,8.70778,0.999535,55.1305,-1.15161,2.32773,9.13253,0.0235639,166.42,-3.02863,-1.73197,125.837,5.07072e-05
105.399,0.282736,1.21307,15.0924,0.961053,62.2278,0.986883,1.93036,8.73506,0.206761,56.2343,-1.45565,1.9601,9.61895,0.0112205,49.9283,2.82785,1.93047,12.3129,-2,129.915,-1.96504,0.438439,111.498,4.96334e-05
137.972,-1.12661,0.183376,15.434,0.0160738,71.8384,-1.07148,1.10167,9.30486,0.0296221,70.5638,-1.41145,-2.80151,7.88955,0.0184435,51.1569,-2.46552,1.24901,6.30047,0.560652,164.964,-2.20993,-1.66924,125.714,6.27646e-05
58.4848,-0.14965,2.09474,9.15752,0.015275,48.8183,-0.441215,-0.968609,9.38349,0.99747,45.4246,-1.12243,2.58417,7.89803,0.0808346,44.0976,1.17891,1.56936,11.2535,0.0250313,117.086,-1.08387,0.955375,124.89,5.41196e-05
139.885,1.27618,2.74599,19.1444,0.0710283,106.582,-0.32553,0.5281,8.35129,0.0079491,98.4895,0.375461,-0.64301,13.8206,0.894375,98.2588,0.594386,0.353632,16.3193,0.610789,127.556,-2.57631,-0.0330067,122.707,5.78707e-05
130.971,-1.6784,-1.06979,16.5639,0.95383,82.3585,0.764486,0.985086,18.4753,0.35244,54.4878,-0.459525,-0.956459,6.50915,0.0103331,38.6326,-1.03379,-2.40722,5.14006,0.0420296,144.607,2.60475,0.674366,122.725,5.65333e-05
180.64,0.163666,1.92484,15.4896,0.0838268,146.922,0.614373,1.91703,13.7991,0.0327078,112.402,0.0981985,-1.50436,10.6601,0.439589,96.436,-0.234579,2.29412,11.8377,0.0298885,265.324,-0.89369,-0.0895027,124.503,5.45581e-05
189.264,0.209407,0.934767,44.3517,0.134829,104.686,-1.42337,-1.19405,13.4402,0.0234486,103.911,-1.47895,-2.03313,13.767,0.985741,73.6588,-2.67244,0.865812,15.8545,0.27475,181.667,2.88441,-1.62558,123.215,4.87435e-05
148.196,0.538127,0.235706,14.4964,0.998767,96.2791,0.379508,1.18017,9.46623,0.010121,73.8523,0.393032,2.6706,8.88332,0.119801,61.2153,2.57917,2.46454,14.726,-2,146.883,-1.96003,1.14259,117.615,5.79885e-05
147.019,-0.60383,0.704252,20.2519,0.0339439,109.727,-0.411922,2.5108,13.7361,0.0299676,45.9306,-0.837113,-2.19185,5.65848,0.910898,38.4989,-2.76607,-2.43315,7.12026,-2,82.7621,-0.846815,-0.759511,124.976,5.60818e-05
406.075,0.420676,1.65797,51.4834,0.568728,133.031,-1.60307,-2.42741,19.8858,0.0306855,124.829,-0.623892,-1.92957,7.3905,0.58699,61.2224,-0.0921721,-0.624658,12.3344,0.99633,137.59,-0.127381,-0.58553,121.692,4.96902e-05
627.119,-1.13033,2.57095,98.5363,0.50181,237.756,0.732244,-0.480778,29.5726,0.023504,190.309,-1.05532,-0.469691,25.2257,0.864541,32.2276,-2.12439,-1.68101,8.29746,0.0246871,147.652,-0.863758,-0.826856,123.885,1.32156e-05
158.062,-0.998969,0.204755,21.3091,0.541423,115.581,-1.53589,-0.587192,25.9122,0.0495548,76.5336,-1.95764,2.5462,11.8629,0.0580275,66.905,-0.769121,-0.674875,10.6452,0.0431672,204.22,2.37286,-0.465546,126.278,1.46401e-05
103.73,1.26292,3.04432,21.9475,0.0187324,102.082,-0.701773,-0.417278,14.6592,0.776686,94.3066,-1.26845,-1.44338,13.9629,0.0554061,67.0809,2.2943,1.63024,14.1409,0.0511875,160.901,1.57328,-0.780729,127.344,5.85165e-05
104.033,-0.227161,2.65249,18.6887,0.0212932,73.3697,-0.221375,-1.87223,10.4345,0.032902,72.731,-1.06079,-0.357837,9.89614,0.995201,68.5242,-1.64369,-2.6143,10.0998,0.0163138,115.615,0.0419301,-0.229458,125.348,5.46172e-05
180.152,-0.595649,0.0382145,22.3992,0.0149367,103.985,0.0490168,-0.412811,13.7724,0.0983357,78.5338,2.78216,-2.75115,14.2088,-2,72.9581,0.0535237,-3.11182,14.1772,0.829102,122.811,2.38143,-1.34736,119.722,3.24324e-05
127.231,0.300695,2.28282,27.5631,0.547392,97.3288,0.288258,-2.10608,14.9171,0.864634,40.5469,-0.0289271,-2.58022,6.61764,0.0252269,35.1939,-0.125234,1.28182,6.56677,0.0251567,198.54,-0.0518693,-0.125387,123.841,4.37796e-05
174.509,-0.810068,0.367443,30.8993,0.0391506,76.3584,-0.107177,1.04911,8.56021,0.99669,69.8092,1.11939,-1.13438,12.0599,0.0349097,41.714,-1.60191,-0.0973082,6.69764,0.0100598,50.8087,-0.620859,-2.448,114.525,6.151e-05
120.583,-0.68231,2.1465,12.2214,0.0267385,109.527,-0.354942,-1.46816,11.8606,0.934553,75.2101,-1.25665,2.40753,13.5273,0.0182242,32.0563,1.16201,-1.10432,5.38079,0.0599537,183.576,-1.00599,0.716731,125.093,3.74949e-05
192.528,-1.09685,-2.67576,18.6755,0.993918,77.8255,1.60266,-0.271789,14.312,0.354437,51.4786,-0.955367,-1.99455,9.11182,0.0195498,37.5548,2.55164,0.148158,4.73335,0.0942796,140.524,1.36301,1.07039,123.957,5.03518e-05
130.491,-1.10175,0.477324,19.513,0.0337184,118.524,-0.683247,0.585468,12.9076,0.0163725,111.256,-0.426404,-2.50283,12.7733,0.0141021,95.7667,-0.743927,-2.83597,9.31292,0.954418,83.6176,2.87422,-0.162048,123.207,6.97457e-05
196.393,1.04285,-1.01178,16.8492,0.67529,128.253,-0.245556,1.98756,6.9379,0.874814,102.002,-0.263098,1.40544,6.92778,0.0101778,92.3403,-1.52782,-1.35722,18.805,0.110446,95.2696,2.80572,0.475717,122.706,6.86055e-05
134.408,-2.79293,1.44332,16.9915,0.243524,94.8078,-1.14588,-0.125658,9.56562,0.272686,92.5467,-0.0295939,-1.76549,12.3929,0.97675,88.8826,0.884921,-1.68922,12.0831,0.0139021,39.5389,-2.57294,-0.173916,122.251,6.52323e-05
107.004,0.290892,-1.18972,16.2433,0.0837303,96.1155,0.270769,0.312214,17.8556,0.0626948,87.9677,-0.52692,1.38915,11.1177,0.0171584,62.0341,-0.626589,2.10224,10.8077,0.0226887,164.406,-2.55977,0.616516,125.133,5.85821e-05
469.634,0.475251,2.43455,57.3524,0.0292743,169.035,1.08512,-0.889407,13.7735,0.0265961,152.158,1.55658,-1.27764,19.389,0.935971,74.3257,0.739765,2.78213,2.84262,0.00811397,50.0021,1.32161,2.80079,124.309,7.53751e-05
182.943,-0.0707764,1.55453,16.4287,0.0155227,150.395,-0.816545,-1.24024,35.682,0.622451,101.228,0.490899,1.32716,10.3673,0.0827879,58.7663,-0.460229,-0.664372,8.31828,0.0649587,101.111,-2.22639,0.764709,126.188,4.40768e-05
217.336,1.56147,-2.75356,15.2328,0.708595,189.887,1.11286,-2.44223,26.3059,0.0958079,120.28,1.3335,1.83175,20.63,0.909226,65.1288,0.73657,1.05708,6.89707,0.260113,235.462,0.411792,1.21044,125.545,3.83438e-05
113.28,-0.608644,-2.33434,14.9115,0.0252034,100.172,1.06549,0.816742,13.004,0.0545033,97.7742,-0.299247,-1.64841,14.1586,0.0145217,73.326,0.992808,-2.87232,10.5507,0.0223552,26.9072,-0.890614,-3.08261,123.933,5.65954e-05
173.025,-0.354977,-3.10162,32.7677,0.0527997,130.992,2.50252,1.56737,10.0146,0.321424,63.3134,-3.46788,3.06417,12.5935,-2,58.5308,-0.0720237,0.858807,7.66237,0.998031,125.961,-0.498066,1.2735,116.606,6.12918e-05
76.6754,0.864803,-1.01466,9.97401,0.987677,69.6386,-0.0344618,2.23847,10.907,0.982042,58.0997,0.747612,-1.62969,9.16642,0.443497,38.0436,0.778761,2.55398,6.16435,0.0109699,84.9475,1.67969,0.76078,123.389,5.84482e-05
91.6575,1.36971,-0.134137,13.1566,0.0159401,87.2313,0.471921,-1.75555,11.1571,0.0187283,76.3447,0.640706,0.19008,9.04482,0.0157069,54.1896,0.839845,2.44156,11.7283,0.97184,100.427,3.089,-0.60157,125.469,5.97156e-05
152.142,-0.379659,-0.909814,21.5632,0.0268255,118.846,-1.77308,0.926116,19.0167,0.055502,110.782,-0.942479,-0.2021,11.3271,0.473249,40.212,-0.266328,0.0929748,6.47263,0.0152678,318.656,-3.01613,-0.765129,121.144,8.68234e-05
113.796,0.583613,-2.46299,14.4551,0.982943,42.7321,-2.38494,-2.89355,7.45109,0.0235782,42.1269,-0.0299298,-2.64109,7.6739,0.0431407,31.6147,-1.38784,-1.47962,6.6496,0.037835,47.9321,2.07592,-0.876949,124.366,5.28665e-05
104.528,-0.903847,-2.9595,19.4838,0.786675,85.974,0.406208,-1.19677,11.0136,0.0302599,81.4027,-0.642215,2.45161,12.0607,0.0229878,66.3026,1.54593,-0.883904,10.4627,0.291897,33.3309,3.138,1.78879,126.345,4.42008e-05
136.202,1.07418,2.17605,15.4829,0.0176399,67.6888,0.951489,-2.38339,10.3168,0.847727,58.1795,2.5513,1.93573,10.2232,0.0769394,33.6807,1.76182,2.37698,8.52929,0.0242394,79.8376,-0.378111,1.478,123.75,4.13617e-05
229.228,1.21436,-1.31332,27.466,0.252205,199.759,-0.144221,1.3473,39.5376,0.356619,120.51,1.68483,-0.104141,11.8482,0.0418884,107.767,-1.513,1.97191,19.1819,0.646014,108.195,-2.93715,0.677963,116.922,2.65945e-05
133.745,0.786347,-2.015,13.6183,0.997039,75.8886,0.650667,-1.26528,9.45957,0.0151644,45.6729,0.404679,0.221559,7.25578,0.037985,34.5456,2.21909,0.489962,6.93523,0.0429166,202.886,1.8444,0.896722,121.847,7.25911e-05
147.618,0.979021,1.04121,22.6445,0.554482,106.161,0.21652,-1.45633,10.7506,0.998406,51.2144,0.865542,2.33994,11.2631,0.144953,49.4563,-1.71877,2.72324,8.78265,0.209139,88.3952,-1.89368,1.53622,124.675,2.90287e-05
82.2669,-0.0624322,0.224696,9.503,0.00979145,72.5384,-0.697755,0.544848,10.8128,0.990082,48.8138,1.30965,-2.57175,9.54493,0.0147253,45.0299,1.44672,2.6548,7.24711,0.0206595,48.7118,-2.29447,0.755538,114.952,4.80373e-05
134.529,0.595846,0.0635437,9.78582,0.0800538,65.7808,-0.548799,2.13042,8.83382,0.117258,54.6021,0.00370122,-0.531598,6.33593,0.101196,50.5825,0.102326,-1.7167,7.07801,0.509651,128.415,3.10983,-0.75068,123.255,9.67922e-05
172.991,0.00731845,3.04563,14.7663,0.946001,111.601,-0.0338287,-2.45268,17.2585,0.0129823,92.0739,-3.22116,-0.938112,12.9684,-2,77.4906,-2.45045,-0.371031,10.0172,0.0691,179.166,0.88614,1.07526,124.721,4.11772e-05
690.707,1.53705,0.67869,100.652,0.0616478,649.444,0.583552,-2.75983,88.6776,0.0575757,90.6559,1.0439,0.894593,11.9922,0.798067,53.6837,1.74636,1.24331,7.26902,0.0393836,352.988,-1.74913,0.941243,125.937,7.12713e-05
153.357,-0.40793,1.60325,17.3552,0.369839,93.3039,-0.00692381,-1.31211,19.0462,0.402146,67.2747,0.323362,2.54806,9.23805,0.998153,63.117,-0.610108,-0.652678,8.96117,0.25743,53.9806,-2.21674,-0.702978,125.173,6.88979e-05
124.612,-1.59959,0.0984152,17.1738,0.0358883,61.7765,-1.19394,1.9783,10.6584,0.96956,54.4516,-1.27081,2.70309,9.62228,0.0792799,46.3568,-0.562392,1.42676,9.44176,0.0165754,131.728,-1.70987,-0.84102,124.305,4.98376e-05
157.478,2.44648,-1.0658,28.1597,0.0474944,111.232,-0.344171,3.06441,13.3854,0.755024,57.2484,0.825353,2.81869,8.22148,0.0348487,42.3963,-1.08638,1.6531,5.63708,0.0110086,177.979,0.756568,-0.0196822,120.617,5.54203e-05
134.713,0.633196,2.44897,20.5313,0.0159647,106.072,1.41546,-0.398172,12.4693,0.363615,90.6227,2.07852,-1.02321,9.348,0.0131504,73.2456,1.24286,-0.988225,10.1957,0.0116152,141.159,1.33336,-0.171859,124.622,5.90864e-05
134.362,0.49786,0.672636,20.453,0.69002,101.995,0.711053,-1.79841,13.4404,0.840284,101.336,-0.47131,0.757845,18.132,0.0154928,96.6732,0.614323,3.09039,16.5058,0.0117776,115.355,-1.6983,0.75457,124.033,7.26609e-05
224.782,0.318279,-1.83307,22.674,0.915325,143.312,0.105408,-1.32457,10.5342,0.0810751,46.0318,-1.86263,3.1292,9.91804,0.249004,33.0964,0.0236039,-2.66045,6.89677,0.607308,91.1042,-0.0578251,-0.426989,137.279,3.26344e-06
185.042,0.234257,2.28207,21.8002,0.975119,109.57,-0.0657486,-0.873925,13.4664,0.290217,102.752,0.149453,1.5488,13.1897,0.0136663,60.2583,0.0742691,-2.9999,10.856,0.0188651,75.138,-1.01819,1.05372,139.39,5.04972e-05
85.8411,-1.56374,-1.47595,9.38256,0.0270152,76.6048,0.638907,-2.25874,9.03054,0.400696,51.6975,1.32771,3.02179,6.88945,0.033519,50.0951,-0.565097,2.73248,7.31467,0.999354,144.383,0.788027,-0.40525,125.876,7.42319e-05
167.915,1.51769,1.14037,31.1671,0.0303833,84.2294,0.885158,-1.79201,9.95762,0.913796,41.902,0.496277,2.95892,8.0758,0.96733,37.9362,1.27311,2.3746,5.07701,0.402866,62.4361,-1.49003,2.2926,124.287,5.73969e-05
135.191,-0.106137,1.84186,19.2204,0.944162,81.5111,-0.00542317,-0.467004,12.0985,0.0523336,80.4867,0.882384,-0.697579,13.3153,0.0820533,74.5721,0.0114683,-1.99556,9.22261,0.999789,67.8031,-2.76647,1.58153,122.719,5.396e-05
257.015,0.110081,1.9497,16.1294,0.0214595,119.97,-0.576631,-1.22658,17.1332,0.0257789,115.369,-1.35324,-1.34683,14.8527,0.0115717,112.742,0.323552,-0.0969301,10.8626,0.00981936,53.6801,-1.92909,-1.45728,121.211,6.86438e-05
93.7658,1.53992,-1.65495,16.4283,0.0941547,90.7849,0.533525,1.32228,9.19542,0.971921,79.769,1.93911,1.59823,9.1627,0.503122,57.7781,-0.320689,3.07968,11.3798,0.0627461,40.0263,-0.677213,0.914961,127.755,6.81648e-05
159.173,-0.261191,3.05666,15.5829,0.00632825,157.772,-0.594163,-0.0548247,15.5263,0.0494565,88.1398,-0.745702,-2.66316,10.8487,0.110835,79.1215,-0.37295,-0.707676,10.5079,0.971938,126.664,1.95851,-0.162137,125.035,4.86636e-05
111.303,-1.26901,2.79038,12.9617,0.0133398,79.1256,-1.59039,1.3635,7.01505,0.92323,76.0973,0.68914,-1.03918,10.5197,0.990394,43.3856,-4.42656,1.24107,7.80463,-2,149.436,0.390376,-0.0496203,122.211,7.17736e-05
135.057,1.35462,-1.4609,18.3635,0.116115,124.048,0.683123,-2.21641,17.3669,0.642613,81.4879,1.84899,-0.170183,15.5591,0.0149932,31.284,0.216547,3.06822,7.12171,0.878281,55.9585,0.919171,0.723162,123.442,5.34503e-05
148.309,0.989948,1.50108,12.9988,0.941961,116.171,-2.72026,-0.981849,11.2716,0.0926691,80.9694,0.516252,-0.836705,8.16133,0.00678082,56.1603,-0.407895,-1.2964,9.2988,0.0217446,56.5148,3.10397,-0.361508,135.333,5.64366e-05
58.5485,-0.0403734,2.98544,12.11,0.99197,56.3099,0.0618813,-1.60746,9.16401,-2,50.5025,-0.467169,-0.659943,7.8562,0.453187,41.9311,0.392913,1.58672,4.93243,0.0270179,128.395,0.864958,-0.672863,124.256,5.9786e-05
168.634,0.724509,2.77397,20.8512,0.0206807,56.9972,-0.981017,-2.81625,10.2556,0.780502,53.4332,0.402597,-2.86672,8.29259,0.0854121,48.495,0.292741,1.65223,8.82121,0.0453226,136.06,-1.04528,0.305001,121.336,7.53164e-06
58.4737,-0.784472,-0.352754,9.3813,0.993486,56.108,-1.23015,-1.84412,6.64012,0.0388835,45.8538,-2.36994,1.56571,8.2294,0.0108704,32.8262,-1.13858,0.414406,6.41128,0.026966,54.2824,-2.84561,-1.73742,106.032,5.35623e-05
113.345,-1.75893,-0.800232,12.7278,0.0416101,96.7526,-0.611179,-2.42357,11.0231,0.999718,81.705,0.611764,2.80833,10.9415,0.0140394,80.7981,-0.784361,-3.07092,11.4165,0.0199496,17.8413,1.71244,-2.99012,126.879,3.54317e-05
187.112,0.990813,2.13008,24.8068,0.0528479,151.77,0.664153,-0.388203,17.0379,0.601157,108.101,1.16941,-0.824993,11.4337,0.00594853,74.5952,1.01608,-2.87997,13.1958,0.940397,168.604,2.91983,0.927781,124.257,7.08552e-05
262.873,0.643823,2.48903,46.3722,0.0204153,199.697,0.0100407,-1.47474,13.7385,0.0142618,159.108,-0.827887,-1.17472,21.5786,0.857623,61.6639,0.820219,2.94806,7.29344,0.123618,251.825,0.727784,-0.792968,123.905,7.43996e-05
122.203,-0.0862528,0.885675,17.9636,0.0219438,80.2153,-1.37383,-2.6468,19.7373,0.0898155,79.039,-1.3788,-1.61063,12.9021,0.491001,76.1673,0.451922,1.17295,10.7144,0.0487578,115.962,-1.25805,1.75902,126.113,5.05636e-05
186.07,-0.677554,-2.84338,15.7161,0.0234334,93.559,1.88647,-0.775213,12.7243,0.380907,80.3557,-0.810112,2.72708,12.5653,0.178234,53.6878,1.32815,1.04796,8.62449,0.951837,21.7194,-0.404047,-1.40026,124.968,4.43968e-05
141.171,1.36627,-3.01636,23.3893,0.98959,130.529,1.31093,-2.11431,20.7265,0.0259812,108.263,-0.0857152,0.357968,11.3618,0.0613551,94.6444,0.159038,-0.417088,11.9862,0.0221146,112.395,1.61009,2.02029,122.418,8.89055e-05
181.042,1.53695,1.32439,17.8268,0.0323343,87.7009,0.822514,-1.76928,6.78365,0.00929153,66.946,1.36452,2.04395,9.14444,0.0727917,65.768,1.86467,-1.85225,9.91005,0.911205,103.36,-0.993004,2.52514,131.304,7.00491e-05
105.482,1.61948,0.458633,11.5063,0.997999,96.7709,0.904611,2.56393,12.9476,0.175812,49.3205,-1.00353,-0.248524,9.94873,0.0272335,42.2074,0.945534,0.946099,5.4025,0.0122868,60.2469,2.95454,1.51468,132.306,6.85277e-05
108.566,-0.703877,2.48987,14.1998,0.999057,53.425,0.659984,-1.82938,9.08856,0.775207,48.324,-0.390678,0.579428,5.91399,0.0136417,37.4571,0.363265,1.64326,6.83709,0.0243567,104.076,-0.350017,-1.01401,124.294,5.0276e-05
133.622,1.73987,1.48964,17.8916,0.0598506,128.244,1.07744,0.995969,13.6753,0.126138,94.3707,1.87532,-2.39095,10.1063,0.0252688,58.3956,1.05405,2.89767,9.87632,0.996388,201.715,-1.54601,0.722106,119.911,5.78618e-05
87.1601,-1.44302,-0.936301,11.0641,0.181216,61.9953,-0.317499,2.78419,15.0887,0.0157951,55.5088,-1.68876,1.54145,8.69007,0.906288,53.0196,-0.590236,1.33644,5.49822,0.0241362,70.1763,-0.563882,-1.43391,134.154,6.94941e-05
198.909,0.116839,2.85485,42.0845,0.995367,115.167,1.17217,-2.34141,17.9995,0.243194,64.6904,0.746357,-0.898029,11.5464,0.0162198,42.5139,-3.81693,-0.084344,8.09052,-2,380.497,0.112524,0.0531971,124.807,7.08791e-05
126.419,-0.0288995,1.27465,13.8373,0.691273,85.4362,0.245438,-0.293613,14.0746,0.0169663,54.122,0.651402,-0.619949,8.93437,0.997473,46.8127,0.892411,2.79814,7.03966,0.858844,139.619,-1.96695,-0.303455,124.193,2.98787e-05
86.5405,-1.9354,2.42074,11.3619,0.999726,33.626,-1.72251,-2.01667,9.70956,0.952583,33.1841,0.0651702,-1.17039,7.17492,0.0900784,31.5679,-2.96673,1.07434,6.61426,-2,141.484,-2.56586,-1.21608,125.648,5.24481e-05
78.0535,0.0573741,-1.60031,9.58171,0.122398,44.0353,-1.08155,2.92542,7.28591,0.854712,42.2983,-0.313082,-1.3132,6.01176,0.0262215,37.4025,-0.814414,-0.579415,6.17286,0.0913853,141.606,1.59235,-0.659325,124.178,7.05024e-05
100.365,-1.0303,0.561569,13.5775,0.0633725,90.934,-2.10162,0.206581,17.8028,0.0550642,52.377,-2.08257,-1.90249,7.93104,0.102701,35.9391,-1.26788,2.12389,6.74916,0.853501,170.993,-2.64995,-1.51819,124.199,7.13402e-05
94.3629,-2.49846,-0.953527,19.8425,0.0715676,80.4866,-0.627472,-1.80803,14.6726,0.0269723,75.7395,0.119816,-1.87784,12.8656,0.949242,66.1093,-1.3181,-2.70842,7.98271,0.0291134,325.322,1.47423,-0.833274,125.79,6.59116e-06
92.6529,-1.60998,2.93425,11.3596,0.0239622,65.336,-2.77882,2.90807,12.3099,0.10236,60.1995,-0.55388,0.318664,9.22743,0.998413,45.1663,-1.67566,-1.98635,7.5837,0.0393658,128.319,-0.211128,-2.20963,124.035,5.62991e-05
385.363,-0.885579,-0.30714,35.781,0.211623,224.543,-2.36942,3.08027,34.0687,0.129617,140.606,-1.48553,2.97834,9.13812,0.968517,133.877,-1.92165,3.06026,12.6824,0.099259,141.332,1.67086,-1.90595,124.037,5.49598e-05
175.381,-1.0756,1.40894,18.2384,0.0324022,134.629,-1.29063,0.941191,13.6946,0.133562,132.917,-0.582298,-1.55667,15.1279,0.99883,80.5364,-0.444148,-2.75713,15.7172,0.014982,124.076,-1.80465,-1.80718,119.741,7.3977e-05
113.313,0.449048,-2.54369,12.7117,0.00984854,79.512,0.515462,2.11992,7.90354,0.871903,55.9455,0.975174,-0.356445,8.80674,0.917137,31.6111,1.67812,2.1055,6.31854,0.0319704,9.43436,-2.50037,3.22725,121.604,6.96867e-05
208.915,-1.19986,-0.228109,12.9034,0.0458246,172.921,-1.26078,2.36633,22.5755,0.0201923,125.254,-0.45256,2.8575,12.4516,0.866384,61.3831,-0.411687,0.876064,7.6774,0.960925,132.858,-1.90536,0.507703,123.195,7.1226e-05
103.261,-1.68951,1.30481,18.8858,0.0611533,93.6083,-1.54927,-2.55824,15.1215,0.996649,68.6723,-1.41057,0.141817,14.2787,0.976245,41.5598,-0.578885,1.9045,10.9768,0.157165,73.5088,-1.80578,-1.08935,126.6,3.62611e-06
142.799,-0.535036,0.351077,20.648,0.727986,82.9166,-0.229105,-1.72131,10.2023,0.999695,42.7913,-0.0867843,2.93259,8.73556,0.24148,39.6374,0.0590164,-0.902953,6.06308,0.242776,41.8743,-2.3669,-1.14171,138.289,9.1868e-06
232.772,0.0869315,-2.06558,26.7699,0.0118214,143.478,0.7439,-1.76181,19.4166,0.861755,124.132,0.372718,-2.53898,14.4926,0.0222437,71.732,1.54365,-3.04707,12.5278,0.0467585,350.174,1.17356,-0.338209,125.918,4.9065e-05
201.882,0.258023,-2.984,26.4531,0.0265978,177.251,0.442849,-2.59973,17.0472,0.10948,163.586,-1.92149,-1.67751,19.9816,0.0303625,100.3,2.19504,-0.440664,11.1755,0.813694,319.304,0.845995,1.27263,127.448,6.88186e-05
83.7016,-1.24798,2.65799,14.1944,0.031398,60.9388,-2.11378,-0.649318,9.63356,0.987828,42.4749,3.68652,1.72661,8.43349,-2,38.8365,-1.23286,3.10793,4.52659,0.0556581,152.172,0.389187,0.372379,124.002,5.86073e-05
113.019,-0.371907,-1.89708,12.5133,0.99165,94.3805,-0.257293,1.00205,6.41218,0.992788,58.107,-0.273837,-0.0768462,8.25449,0.252629,53.2927,-0.139631,3.11828,8.14295,0.0850978,48.9049,0.867469,-2.41008,123.323,5.22877e-05
